id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9226520,Ca' Novo - Luxury Accommodation,47967886,Barnaba,Isole,San Polo,45.43763,12.33485,Entire home/apt,129,2,144,2021-07-27,2.11,2,347
9233701,Nice and Quite Place.,47997199,Chiara Valentina,Terraferma,Piave 1860,45.48831,12.23463,Private room,40,1,0,,,1,0
9242824,Da Enry e Simo,36874382,Pina Enrico Simone,Isole,Cannaregio,45.44552,12.32967,Entire home/apt,109,2,221,2019-10-28,3.49,1,334
9244694,A Venice Home (female only),22623713,Rupu,Isole,Castello,45.43679,12.34367,Shared room,27,1,10,2021-07-03,0.15,2,347
9250324,Venezia Appartamento Campo Ruga 314,16415177,Angelo,Isole,Castello,45.43322,12.35675,Entire home/apt,116,3,38,2017-07-13,0.56,1,135
9253183,RESIDENZA LEON D' ORO: FREE WIFI,3736168,EasyRentals,Isole,Cannaregio,45.44391,12.32344,Entire home/apt,132,2,97,2019-10-23,1.47,27,343
9255501,Best location Venice Female,27990266,Ai,Isole,Castello,45.43682,12.34081,Shared room,35,2,176,2019-09-19,2.53,6,365
9263523,B&B Casa Artè camera tripla,27929616,Massimiliano,Isole,San Marco,45.43188,12.32965,Hotel room,189,1,1,2016-08-19,0.02,8,14
9266518,Cosy double in Venice ( true venetian experience ),1232519,Natale,Isole,Cannaregio,45.44268,12.33684,Private room,69,2,89,2019-10-23,1.70,1,0
9269272,"Venice centre, modern apartment",27266211,Giorgia,Isole,Cannaregio,45.44394,12.3198,Entire home/apt,126,2,136,2020-08-13,1.99,2,330
9304289,Appartamento in Murano (VE),48302390,Annamaria,Isole,Murano,45.45933,12.35311,Entire home/apt,100,2,15,2019-10-14,0.22,1,339
9304596,Venice Speon San Marco,29918538,Sebastiano,Isole,San Marco,45.43539,12.33643,Entire home/apt,143,2,18,2019-10-07,0.26,6,359
9307236,"Isola di Burano, casa su tre piani.",20342623,Sandro,Isole,Burano,45.48645,12.41521,Entire home/apt,130,2,6,2016-08-22,0.09,1,365
9361240,Venice historic center entire appartment,48482767,Marco,Isole,Castello,45.43918,12.34173,Entire home/apt,130,3,97,2019-11-10,1.51,1,48
9366647,DolceVita Apartments 287 San Marco,8176475,Eugenia,Isole,San Marco,45.43417,12.33383,Entire home/apt,159,2,58,2018-05-29,0.89,40,325
9400256,"Palazzo Cavazza Foscari at Rialto! wifi, on canal",43101354,Cristiana,Isole,Castello,45.43803,12.33849,Entire home/apt,110,4,146,2021-07-31,2.40,2,300
9405082,Hemingway - Charming flat in Venice,18578747,Solange,Isole,Dorsoduro,45.43382,12.31767,Entire home/apt,160,3,21,2019-08-05,0.38,1,193
9425327,"CA’ DI LEO, NOBLE VENETIAN RESIDENCE",294951,Enzo,Isole,Castello,45.43695,12.34116,Entire home/apt,91,2,108,2018-08-29,1.62,12,96
9454729,Cozy apartment in Giudecca,48995229,Antonio,Isole,Giudecca,45.42687,12.32463,Entire home/apt,96,3,39,2017-09-17,0.57,1,268
9458326,Cà Tentor appartamento a Rialto,49013797,Fabiana,Isole,Castello,45.4377,12.33837,Entire home/apt,81,2,229,2021-07-31,3.32,2,329
9474547,Venezian House,49102301,Moha,Isole,Tronchetto,45.43915,12.31427,Private room,65,2,116,2019-09-29,1.67,2,350
9483564,CA TANA MAXI WIFI APARTMENT,49154952,Maurizio,Isole,Castello,45.43188,12.351,Entire home/apt,130,1,8,2019-04-28,0.15,4,326
9486116,Ca' Valmarana,49167377,Roberta,Isole,San Polo,45.43758,12.33332,Entire home/apt,100,2,142,2019-10-12,2.38,2,217
9487623,CA TANA MINI Wifi apartment,49154952,Maurizio,Isole,Castello,45.43402,12.35174,Entire home/apt,90,1,47,2019-09-22,0.73,4,328
9489068,Bilocale carino in centro Venezia,49181269,Andrea,Isole,Castello,45.42964,12.35891,Entire home/apt,57,7,1,2015-12-27,0.01,1,0
9517420,Charming and Modern Venice Centre,49314019,Silena,Isole,Castello,45.43796,12.34514,Entire home/apt,103,3,21,2018-06-26,0.42,1,301
9527124,Venezian local,49102301,Moha,Isole,Santa Croce,45.4398,12.32719,Private room,49,2,93,2021-07-14,1.49,2,350
9535987,Ca' Dell'Opera Luxury Apartment with  Terrace,669047,Viewsonvenice,Isole,Dorsoduro,45.42882,12.33127,Entire home/apt,678,3,89,2019-10-25,1.37,75,303
9537774,Superior room,27929616,Massimiliano,Isole,San Marco,45.43333,12.32878,Hotel room,179,1,1,2015-12-28,0.01,8,14
9570457,KEY LOCATION! Near Palazzo Grassi and San Marco!,49546184,Antonio&Luisa,Isole,San Marco,45.43318,12.32817,Entire home/apt,169,2,136,2019-10-07,2.03,1,299
9576197,Best location in Venice female only,27990266,Ai,Isole,Castello,45.43514,12.34088,Shared room,50,1,93,2019-12-20,1.46,6,365
9588952,Soggiorno nel cuore di Venezia,49631872,Francesca,Isole,Cannaregio,45.44419,12.3289,Entire home/apt,100,1,0,,,1,0
9591517,Apartment with Garden in Venice Lido,49644607,Rosa,Isole,Lido,45.41557,12.36816,Entire home/apt,100,5,2,2017-09-12,0.03,1,0
9611106,Irene Apartment Suite modern Wi-fi & Park,44190482,Irene,Terraferma,Marghera,45.47527,12.22873,Entire home/apt,66,2,302,2020-02-17,4.38,3,2
9623669,Residence with private terrace,49780429,D&V,Isole,Santa Croce,45.43983,12.33131,Entire home/apt,400,2,390,2020-07-01,5.72,1,6
9642040,A WEEK IN CENTRAL SAN MARCO SUITE,49471384,Omar,Isole,San Marco,45.43479,12.3377,Entire home/apt,63,7,4,2019-08-12,0.08,1,0
9643694,CASA MARTINA NEW 3 BDRM APARTMENT,18382560,Martina,Terraferma,Favaro,45.50436,12.27341,Entire home/apt,100,2,150,2019-06-19,2.29,1,309
9644525,"CA BRAGADIN with lift, wifi apartment",49154952,Maurizio,Isole,Cannaregio,45.44181,12.33171,Entire home/apt,120,1,74,2019-11-10,1.11,4,329
9657046,ciprea,20983059,Ciprea,Isole,Castello,45.43128,12.35603,Entire home/apt,116,3,1,2019-06-12,0.04,3,0
9660384,Comfort & Pleasure STORAGE FOR BAGS,49930101,Elena,Isole,Castello,45.43516,12.34771,Entire home/apt,79,1,80,2020-07-13,1.22,3,305
9673914,Dimora Marciana San Marco Square Superior DBL,49986250,Dimora,Isole,San Marco,45.43361,12.33683,Private room,89,1,44,2019-03-11,0.64,2,0
9675219,Ca' Nal - GONDOLA - S.Mark -Rialto,49990117,Alberta,Isole,San Marco,45.43724,12.33748,Entire home/apt,380,2,64,2019-09-04,0.98,6,178
9676027,Venezia Comodo Plus Parking-Wifi,44190482,Irene,Terraferma,Marghera,45.47519,12.22833,Entire home/apt,78,2,230,2020-08-13,3.37,3,31
9696001,Dream of Venice,50072669,Linda,Isole,Castello,45.43264,12.3524,Entire home/apt,135,3,8,2018-05-10,0.13,1,169
9704723,Appartamento luminoso vista laguna,50110627,Stefano,Isole,Lido,45.39784,12.36076,Entire home/apt,120,10,0,,,1,348
9706549,Residence Lagoon - Amazing view of lagoon,50118656,Valentino,Isole,Giudecca,45.42387,12.32659,Entire home/apt,110,2,305,2020-08-16,4.56,1,232
9706595,CASTELLO THE VENICE'S HEART,50118636,Calliope,Isole,Castello,45.43365,12.34826,Entire home/apt,180,2,205,2019-07-18,3.06,1,5
9727843,Ca' Nal -BRAGOZZO- S.Mark - Rialto,49990117,Alberta,Isole,San Marco,45.4351,12.33667,Entire home/apt,280,2,19,2019-06-30,0.32,6,175
9728717,Ca' Nal -SANPIEROTA- S.Mark - Rialto,49990117,Alberta,Isole,Castello,45.43679,12.33839,Entire home/apt,190,2,35,2019-11-28,0.59,6,182
9741322,Ca' Nal - SANDOLO - S.Mark - Rialto,49990117,Alberta,Isole,San Marco,45.43584,12.33826,Entire home/apt,320,2,19,2019-09-15,0.30,6,178
9741873,Ca'Nal-PUPPARIN with altana terrace S.Mark view,49990117,Alberta,Isole,Castello,45.43664,12.33789,Entire home/apt,250,2,22,2019-10-20,0.37,6,225
9743144,Tintoretto Canal View WiFi Free,50266229,Giulia,Isole,Cannaregio,45.44537,12.33219,Entire home/apt,89,3,256,2021-07-28,3.74,1,96
9744920,Ca' Del Barba Frutariol,34360885,Samuel,Isole,Cannaregio,45.44204,12.339,Entire home/apt,148,2,67,2020-02-03,0.98,8,297
9746346,Ve.N.I.Ce Cera Casa Del Sol-Rialto,37864680,Ve.N.I.Ce Immobiliare Cera,Isole,San Polo,45.43838,12.33281,Entire home/apt,269,1,75,2018-10-08,1.16,16,291
9747748,Ca' Navagero 1-Riva degli Schiavoni,50282865,Alberta,Isole,Castello,45.43466,12.34477,Entire home/apt,380,3,79,2019-10-15,1.21,2,351
9764045,Luxury San Marco Apartment,50349340,Sebastiano,Isole,San Marco,45.43458,12.33636,Entire home/apt,165,1,580,2021-07-23,8.72,6,61
9764400,Bed & Breakfast Santo Stefano-Calle Crosera VE,50351368,Ven,Isole,San Marco,45.43393,12.33092,Private room,135,3,0,,,1,358
9770775,Tower Suite San Marco Apartment,50349340,Sebastiano,Isole,San Marco,45.43426,12.33661,Entire home/apt,167,1,586,2021-06-29,8.70,6,92
9774426,Il Lato Azzurro di Venezia,50393711,Emanuele,Isole,Sant'Erasmo,45.44721,12.39233,Private room,89,1,3,2018-09-21,0.08,1,365
9782838,Romantic Escapade in Venice,26963742,Enrico,Isole,San Marco,45.43448,12.33286,Entire home/apt,71,4,80,2021-07-03,1.24,2,230
9782903,b&b Al Giardino double single use,425369,Maurizio,Terraferma,Favaro,45.50886,12.28268,Private room,31,1,37,2019-05-17,0.70,4,365
9793810,"Rialto twins house, Venice center.",1729833,Alberto,Isole,San Polo,45.43717,12.33199,Entire home/apt,110,3,87,2019-09-13,1.28,4,263
9801176,"Ca' della Fava, Rialto San Marco Canal View Palace",37211726,Nicola,Isole,San Marco,45.43734,12.33761,Entire home/apt,245,3,1,2016-01-02,0.01,1,0
9816247,Ca dei Zoti 2 - San Marco with luggages room,2825961,Maria Beatrice,Isole,San Marco,45.43402,12.32962,Entire home/apt,160,1,200,2020-10-14,3.04,3,0
9817138,Comfortable arrangement in Venice,50569236,Francesco,Isole,Giudecca,45.42533,12.32499,Entire home/apt,220,3,0,,,1,0
9821595,FEEL@HOME Venice BIENNALE,20319964,Marco,Isole,Castello,45.4325,12.35382,Entire home/apt,72,3,128,2019-10-28,2.16,1,218
9823137,Corte Coppo Superior Apartment,193059,Oliva Nera,Isole,Castello,45.43661,12.34549,Entire home/apt,250,2,1,2018-05-27,0.03,2,298
9826370,Lui suite apartment PARK&WIFI,44190482,Irene,Terraferma,Marghera,45.47647,12.23007,Entire home/apt,69,2,60,2019-10-20,0.88,3,6
9830370,Nice and cozy  apartment in residential area ❤️🏠,50629170,Alessia,Isole,Giudecca,45.42431,12.32588,Entire home/apt,93,2,209,2019-10-07,3.07,1,331
9832273,Cozy near Venice and train station M0270421343,31345055,Mariolina,Terraferma,Marghera,45.475,12.22904,Entire home/apt,69,2,296,2020-01-18,4.59,1,331
9834869,"Ariosto 43, Monolocale in centro a Mestre",49440395,Roberto,Terraferma,Piave 1860,45.4899,12.23624,Entire home/apt,41,2,29,2019-04-21,0.92,1,0
9870560,House on the water in Venice,50796723,Federico,Isole,Dorsoduro,45.43072,12.32854,Entire home/apt,110,3,75,2019-10-10,1.12,1,138
9878614,Typical aparment in San Marco M0270422374,20806166,Giovanna,Isole,Castello,45.43595,12.34053,Entire home/apt,130,2,43,2019-09-24,0.66,3,0
9878674,Nice and cozy bedroom in Venice!,22583902,Federica,Isole,Giudecca,45.42694,12.32288,Private room,65,1,0,,,1,0
9889903,Feeling at home in Venice,49492029,Paolo,Isole,Castello,45.43842,12.34659,Entire home/apt,70,4,69,2019-10-09,1.07,1,311
9892432,Nido d' amore a due ponti da Rialto,50885316,Francesca,Isole,San Marco,45.43494,12.32838,Entire home/apt,136,2,92,2021-07-04,1.76,1,317
9896524,Elegante e funzionale appartamento nel centro di Mestre a 20 minuti da Venezia,50901340,Vania,Terraferma,San Lorenzo XXV Aprile,45.49457,12.24493,Entire home/apt,63,30,208,2019-10-07,3.21,1,0
9899916,Ca' Terlotta [qualified cleaning and sanitizing],50914489,Andrea,Isole,San Marco,45.43555,12.33844,Entire home/apt,100,2,54,2019-11-03,1.87,1,318
9909921,"BE HOME SELF CHECK IN ""SHORT-LONG TERMS WELCOME""",50956593,Cristina,Isole,Santa Croce,45.44006,12.32741,Entire home/apt,76,3,128,2019-09-25,1.88,1,306
9912308,PIAVE,50966275,Piave,Terraferma,Piave 1860,45.48415,12.23186,Entire home/apt,90,2,5,2016-04-29,0.07,1,244
9912737,"Style 1: spacious, modern and with every comfort",289615,Valentina,Isole,Cannaregio,45.44295,12.32222,Entire home/apt,140,2,51,2019-07-10,0.83,38,315
9912887,Spacious flat close to train station & free WIFI,289615,Valentina,Isole,Cannaregio,45.44308,12.31991,Entire home/apt,140,2,34,2019-12-01,0.57,38,315
9917537,Adorable flat close to St. Barnaba,12497228,Canal Grande,Isole,Dorsoduro,45.43275,12.32435,Entire home/apt,99,3,149,2019-10-24,2.35,6,316
9917563,RESIDENZA LA PERLA,3736168,EasyRentals,Terraferma,Piave 1860,45.49115,12.23817,Entire home/apt,84,2,107,2018-07-05,1.66,27,344
9921027,Sant'Aponal Flat near Rialto Bridge,399883,Monica,Isole,San Polo,45.43789,12.33217,Entire home/apt,177,2,90,2019-09-22,1.32,6,360
9925743,"Apartment with Balcony, Rialto Bridge View",51021330,Francesco,Isole,San Marco,45.43795,12.33633,Entire home/apt,185,2,82,2021-05-23,1.38,3,267
9932665,Singola con terrazza,51055143,Gianluca,Isole,San Polo,45.43769,12.32476,Private room,40,1,13,2020-11-01,0.19,7,203
9934682,"Venice iside ""ORO"" up",51055143,Gianluca,Isole,Dorsoduro,45.4356,12.32422,Private room,60,1,2,2016-06-14,0.03,7,203
9954327,NEW CENTRAL ATTIC WITH ALTANA,21835799,Martina,Isole,Castello,45.43932,12.34384,Entire home/apt,140,3,9,2017-04-18,0.13,3,0
9954595,Lilia - Apartment in Venice,5656401,Manila,Isole,Cannaregio,45.44444,12.32842,Entire home/apt,232,2,189,2020-02-16,2.94,7,348
9955903,Dalia - Apartment in Venice,5656401,Manila,Isole,Cannaregio,45.44531,12.3283,Entire home/apt,101,2,147,2019-11-18,2.35,7,324
9956196,Camelia - Boutique Apartments,5656401,Manila,Isole,Cannaregio,45.4458,12.32836,Entire home/apt,80,2,135,2019-10-08,2.22,7,338
9965937,"BIENNALE EASY aircond, 2pax wifi,courtyard",17534457,Merlin,Isole,Castello,45.43293,12.35793,Entire home/apt,113,2,44,2018-06-07,0.65,28,362
9968217,Residenza Formosa 3,632312,Guillaume,Isole,Castello,45.43767,12.34259,Entire home/apt,99,2,7,2021-02-25,0.11,8,350
9983438,Shared Double Bathroom,25022476,Antonio,Isole,San Polo,45.43862,12.3322,Private room,75,1,219,2020-08-24,3.28,8,161
9988301,Triple Room 1 - Best Holidays Venice,25022476,Antonio,Isole,Santa Croce,45.44059,12.33246,Private room,98,1,17,2017-12-28,0.41,8,166
9993440,Residenza Giudecca Molino Stucky,51341661,Maurizio,Isole,Giudecca,45.42749,12.32082,Entire home/apt,126,3,15,2019-04-11,0.23,2,321
9996205,CA' SOL VIEW ON CANAL GRANDE,3281444,Attilio & Arelis,Isole,San Polo,45.43971,12.33493,Entire home/apt,80,2,153,2021-06-20,2.24,3,322
10002488,Appartamento Rosso,36457323,Rossella & Giulio,Isole,Cannaregio,45.4421,12.33995,Entire home/apt,123,2,72,2018-09-08,1.13,3,318
10004997,Lofty flat with rooftop view by Frari's,51394011,Davide,Isole,San Marco,45.43547,12.32961,Entire home/apt,79,2,38,2019-06-13,0.89,1,292
10007155,Inside Venice spacy triple,51055143,Gianluca,Isole,Dorsoduro,45.4357,12.32424,Private room,70,1,1,2016-05-08,0.02,7,203
10009063,Inside Venice ORO down,51055143,Gianluca,Isole,Santa Croce,45.43573,12.32386,Private room,60,1,0,,,7,203
10009859,Marcopolo Studio,20256253,Luna,Isole,Cannaregio,45.44413,12.32558,Entire home/apt,90,2,53,2020-09-11,0.78,3,0
10010200,Tintoretto Apartment,20256253,Luna,Isole,Cannaregio,45.44408,12.32565,Entire home/apt,114,1,79,2021-07-29,1.16,3,311
10017979,Campo Santa Margherita a Venezia,41852772,Maria Carola,Isole,Dorsoduro,45.43355,12.32303,Entire home/apt,97,3,2,2017-06-17,0.03,1,220
10027171,Vivaldi/Casanova Studio,20256253,Luna,Isole,Cannaregio,45.44412,12.32558,Private room,79,2,109,2021-07-09,1.60,3,337
10027261,Private room,51482616,Shuiyu,Terraferma,San Lorenzo XXV Aprile,45.4896,12.25422,Private room,180,1,181,2020-02-16,3.19,3,181
10027597,Private Room,51482616,Shuiyu,Terraferma,San Lorenzo XXV Aprile,45.48991,12.25405,Private room,180,1,281,2019-10-03,4.13,3,365
10027697,Romantico soggiorno a Venezia,51055143,Gianluca,Isole,Santa Croce,45.43766,12.32249,Private room,76,1,1,2016-04-28,0.02,7,203
10029250,"Stanza ""ORO"" sottoportego",51055143,Gianluca,Isole,Dorsoduro,45.43633,12.32124,Private room,60,1,7,2020-10-25,0.56,7,201
10030228,Pretty nice double shared bathroom,51055143,Gianluca,Isole,Dorsoduro,45.43604,12.32271,Private room,60,1,2,2016-09-25,0.03,7,203
10046189,Stunning views,51507762,Lilia,Isole,Dorsoduro,45.43185,12.32732,Entire home/apt,149,3,198,2021-07-05,2.90,1,281
10049943,Cà Venissa,11864207,Rossella,Isole,San Polo,45.43665,12.33021,Entire home/apt,145,2,63,2019-05-21,0.94,2,219
10067518,Terrace Apartment (L.T. M0270429789),5618111,Easy Suite Venezia,Isole,Lido,45.41424,12.36966,Entire home/apt,253,1,4,2019-04-30,0.10,52,17
10067831,Garden Apartment (L.T. M0270429788),5618111,Easy Suite Venezia,Isole,Lido,45.41408,12.36968,Entire home/apt,253,1,4,2019-05-06,0.09,52,21
10081454,Fresia - Apartment in Venice,5656401,Manila,Isole,Cannaregio,45.44394,12.32677,Entire home/apt,102,3,161,2019-06-17,2.51,7,340
10098003,"Serendipity, peace, Grand Canal",6620102,Emanuele,Isole,Santa Croce,45.4397,12.32289,Entire home/apt,80,3,73,2019-01-13,1.07,5,0
10112295,Brand new apartment for couples,2508340,Giacomo,Isole,Cannaregio,45.44449,12.33444,Entire home/apt,115,2,72,2019-12-25,1.06,15,348
10114926,Venice House,51908098,Marco,Isole,San Polo,45.43895,12.32753,Entire home/apt,107,2,53,2019-10-13,0.82,1,360
10117414,Palazzetto Duodo Barbarigo-Venezia- San Marco,39129966,Rita,Isole,San Marco,45.43275,12.33154,Entire home/apt,300,1,256,2021-05-19,4.07,1,111
10119098,Charming New Apartment For Couples | WIFI AC LIFT,2508340,Giacomo,Isole,Cannaregio,45.44451,12.33441,Entire home/apt,136,2,203,2020-02-24,2.97,15,327
10120136,Casa Diamante Blu Rialto,2053550,Stefania,Isole,San Polo,45.43727,12.33259,Entire home/apt,91,2,62,2019-06-29,0.91,3,188
10121382,Charmant new APT | Lift | Lagoon view | AC | WIFI,2508340,Giacomo,Isole,Cannaregio,45.44446,12.3344,Entire home/apt,133,2,42,2020-01-09,0.64,15,342
10122248,Gorgeous new apartment with terrace,2508340,Giacomo,Isole,Cannaregio,45.44472,12.33461,Entire home/apt,116,2,155,2019-09-24,2.31,15,332
10133921,Lovely Apartment Lagoon View Terrace WiFi AC LIFT,2508340,Giacomo,Isole,Cannaregio,45.44446,12.33443,Entire home/apt,116,2,243,2019-11-30,3.57,15,332
10155454,Appartamento in Ghetto da 55 mq,52122654,Luca,Isole,Cannaregio,45.44406,12.32463,Entire home/apt,120,2,28,2019-10-19,0.42,2,0
10155481,Appartamento in Ghetto da 72mq,52122654,Luca,Isole,Cannaregio,45.44449,12.32552,Entire home/apt,150,2,62,2021-06-25,0.96,2,0
10162020,Spacious Apartment in the historic city of Venice,43658105,Marco & Roberta,Isole,Castello,45.432,12.35832,Entire home/apt,115,3,260,2020-02-09,3.82,2,311
10169122,Casa Felice: terrace&WiFi,6654661,Rita,Isole,Cannaregio,45.44066,12.33644,Entire home/apt,197,3,116,2019-08-24,1.79,2,128
10169358,"Murano /chic, comfy full apt 15min to Venice",52208881,Murano,Terraferma,Piave 1860,45.48628,12.24557,Entire home/apt,71,3,152,2019-07-23,2.23,3,360
10203180,Ca' Sant' Angelo Terrace,16267348,Elisabetta,Isole,San Marco,45.43326,12.33364,Entire home/apt,153,2,147,2021-07-29,2.20,5,246
10258217,Ca' dei Fuseri,7325760,Stefano,Isole,San Marco,45.43515,12.33518,Hotel room,98,1,279,2020-07-16,4.60,4,327
10261493,Ca TANA TUTTO,49154952,Maurizio,Isole,Castello,45.43228,12.3512,Entire home/apt,220,1,12,2017-10-23,0.18,4,325
10265849,FEW STEPS FROM REAL VENICE,41559211,Venice,Isole,Castello,45.43157,12.35545,Entire home/apt,86,1,568,2020-09-22,8.40,9,65
10269202,Casa Isabella - high tide safe,52800995,Marco,Isole,Dorsoduro,45.4324,12.3253,Entire home/apt,99,2,182,2020-02-17,2.71,1,283
10279818,Enjoy... San Marcuola,52868600,Gioia,Isole,Cannaregio,45.4435,12.32827,Entire home/apt,111,1,240,2019-10-21,3.65,1,332
10280273,The apartment is in the heart of Venice.,26420663,Roberto,Isole,San Polo,45.43836,12.32684,Entire home/apt,111,3,184,2021-08-04,2.89,2,337
10290086,St.Mark's Square apartment,30149755,Rachele,Isole,San Marco,45.43558,12.33971,Entire home/apt,129,2,271,2020-02-18,4.07,1,334
10302503,Dimora Marciana San Marco Square Junior Suite,49986250,Dimora,Isole,San Marco,45.4345,12.33704,Private room,219,1,5,2018-11-16,0.22,2,0
10321107,Corte Foscarini Elegant Apartment,15758689,Anna,Isole,Dorsoduro,45.43476,12.3191,Entire home/apt,120,3,0,,,3,319
10327212,Arioso appartamento con vista sul ponte di Rialto,51021330,Francesco,Isole,San Marco,45.43796,12.33633,Entire home/apt,165,2,28,2019-11-24,0.50,3,297
10330648,Da Chiara. Venice. Canal View,53157873,Chiara,Isole,Dorsoduro,45.43477,12.31968,Entire home/apt,110,2,238,2019-10-26,3.67,1,302
10338243,Leone Marciano Venice Apartment Independent Private Entrance,53202475,Antonio E Elisabetta,Isole,Castello,45.4342,12.34864,Entire home/apt,127,1,32,2021-07-12,0.55,1,0
10344146,Cà Greta,46995286,,Isole,Dorsoduro,45.434677,12.325,Entire home/apt,250,2,177,2020-02-09,2.64,2,236
10349472,Casa Dolcedoro,53265543,Domenico,Isole,Cannaregio,45.44396,12.32093,Entire home/apt,102,2,157,2019-09-16,2.53,1,359
10354583,Beautiful and airy apartment with a stunning view.,15275769,Carlo,Isole,Cannaregio,45.44126,12.33767,Entire home/apt,120,3,101,2019-06-27,1.55,1,270
10361196,Dear Venice B&B Camilla Room,21826237,Denise,Terraferma,Marghera Catene,45.47418,12.20784,Private room,60,1,12,2016-11-24,0.34,2,127
10372531,Lovely apartment nearby Redentore,53083016,Luisa,Isole,Giudecca,45.42421,12.3307,Entire home/apt,191,2,23,2017-06-30,0.36,1,164
10385794,Grand Canal view apartment,53454287,Vale,Isole,Cannaregio,45.44294,12.32582,Entire home/apt,194,3,136,2021-08-01,2.29,2,331
