id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23875252,Apartment 12 minutes to venice island by bus,17286554,Andrea,Terraferma,Piave 1860,45.48652,12.23681,Entire home/apt,61,2,202,2020-09-30,5.09,2,145
23880274,Ve-nice Suite Venier C4856,22423242,Stefano,Isole,Cannaregio,45.44231,12.33845,Entire home/apt,172,2,50,2020-02-10,1.24,10,27
23887749,Apartment Silvestro Terrace - Venice 4 People,2634978,City Apartments,Isole,San Polo,45.4397,12.33263,Entire home/apt,280,3,2,2020-08-31,0.97,131,314
23890231,SWALLOW'S HOUSE -  OZONE SANITIZED,3880254,Sabina,Isole,San Polo,45.43929,12.33194,Entire home/apt,120,3,74,2020-01-02,1.82,10,286
23893150,Venice Luxury Palace 13,104994977,My Ovatta Srl,Isole,San Polo,45.43784,12.33197,Entire home/apt,440,1,63,2019-10-22,1.70,58,91
23893769,San Marco Penthouse,104994977,My Ovatta Srl,Isole,San Marco,45.4373,12.33672,Entire home/apt,212,1,54,2020-02-19,1.51,58,89
23895140,Venice Ca' dei Miracoli Apartment,104994977,My Ovatta Srl,Isole,Cannaregio,45.44156,12.33918,Entire home/apt,119,1,28,2019-07-23,0.72,58,113
23897109,Ca' Badoer - Family,108848739,Frari 2000 S.A.S.,Isole,San Polo,45.43771,12.32656,Entire home/apt,120,3,95,2020-07-31,2.38,6,99
23908244,Venezia Casa Frida For Smart Workers and Tourists,179354563,Frida,Isole,Dorsoduro,45.43005,12.33121,Entire home/apt,279,3,34,2020-01-13,0.85,1,217
23909823,Vintage Apartament Viale Venezia 19,91636027,Donatella,Terraferma,Piave 1860,45.48376,12.23091,Entire home/apt,60,2,43,2019-07-22,1.17,3,332
23910139,San Marco Deluxe Canal View Terrace,104994977,My Ovatta Srl,Isole,Castello,45.43856,12.33968,Entire home/apt,206,1,65,2019-12-05,1.74,58,91
23911122,Venice Cà San Marco Canal View,104994977,My Ovatta Srl,Isole,San Marco,45.43523,12.33627,Entire home/apt,155,1,26,2018-12-05,0.69,58,91
23914373,Poli Grappa Suite,37864680,Ve.N.I.Ce Immobiliare Cera,Isole,San Marco,45.43199,12.3324,Entire home/apt,395,1,67,2019-11-13,1.68,16,232
23915843,Giudecca Bella your house,41491566,Franca,Isole,Giudecca,45.42421,12.32777,Private room,70,3,10,2019-06-21,0.28,2,174
23931780,Garibaldi Flat Venezia-Carpenedo dream,179906650,Emma,Terraferma,Carpenedo,45.50099,12.24717,Entire home/apt,56,3,44,2019-06-02,1.08,1,0
23933137,Ca' Badoer - East Studio,108848739,Frari 2000 S.A.S.,Isole,San Polo,45.43771,12.32656,Entire home/apt,103,3,81,2020-07-07,2.03,6,94
23935991,Ca Mae - Luxury Experience in Venice,131447529,Sandro,Isole,Dorsoduro,45.43541,12.32274,Entire home/apt,359,3,2,2018-09-01,0.06,3,364
23936405,Camilla apartment in Venice (Molino),89073004,Alberto,Isole,Giudecca,45.42792,12.31862,Entire home/apt,150,2,0,,,2,159
23939921,Palazzo Vendramin-Costa  Artist Studio-Loft,4896545,Karolien,Isole,Cannaregio,45.4427,12.33334,Entire home/apt,160,3,28,2019-09-25,0.69,1,351
23950999,"Ca Vallo, au coeur de Venise",22632812,Alain,Isole,Castello,45.43645,12.34729,Entire home/apt,80,3,16,2019-09-24,0.41,8,342
23951001,un cat a venezia,2179179,Marino,Isole,Giudecca,45.42374,12.33046,Private room,66,1,0,,,1,89
23955078,Alberto apartment in Venice (Orseolo),89073004,Alberto,Isole,San Marco,45.43404,12.33624,Entire home/apt,150,2,0,,,2,163
23955979,Apartment Lara Terrace  (Historical Centre),2634978,City Apartments,Isole,Dorsoduro,45.43035,12.32985,Entire home/apt,223,3,17,2019-09-24,0.50,131,208
23957027,Ca' Mercante di Spezie-near Biennale and St. Mark,180140414,Luca,Isole,Castello,45.43368,12.34909,Entire home/apt,86,2,105,2020-02-09,2.61,1,348
23957616,Best Rialto Palace Apartment 2,104994977,My Ovatta Srl,Isole,Cannaregio,45.44239,12.33396,Entire home/apt,317,1,85,2020-02-26,2.20,58,88
23957965,Ca Delphine,31899591,Michel,Isole,Dorsoduro,45.43616,12.3246,Entire home/apt,180,2,24,2019-10-07,0.62,1,319
23970458,22 STEPS FROM THE BIENNALE!!!!!,41559211,Venice,Isole,Castello,45.43104,12.35599,Entire home/apt,103,1,370,2021-07-22,9.21,9,56
23970578,FEW STEPS FROM THE DOGE PALACE!!!!,41559211,Venice,Isole,Castello,45.43241,12.35403,Entire home/apt,87,1,311,2021-05-30,7.77,9,136
23977926,Ca' Giovanni - Charming apt near stop for BIENNALE,180096495,Michela,Isole,Santa Croce,45.43924,12.32396,Entire home/apt,97,2,91,2021-06-20,2.29,3,305
23978011,T3 Venice Mestre Train st. independance & Privacy,126451678,Jelena,Terraferma,Marghera,45.48048,12.23057,Private room,52,2,101,2019-06-28,2.54,12,354
23978494,Romantic and bright flat near stop to Biennale,180096495,Michela,Isole,Santa Croce,45.43924,12.32396,Entire home/apt,160,2,14,2019-04-21,0.41,3,290
23978582,Ca Maria-bright and quite apt with wifi in Venice,180096495,Michela,Isole,Santa Croce,45.43924,12.32396,Entire home/apt,89,2,102,2021-07-22,2.56,3,327
23978633,"Monolocale Casa di Joy, Mestre Venezia",180356255,Toni,Terraferma,Carpenedo,45.50709,12.253,Entire home/apt,70,2,79,2019-07-26,1.94,1,348
23991213,Ca' dea Gondoea,71494066,Monica,Isole,Dorsoduro,45.43438,12.31898,Entire home/apt,140,2,100,2019-10-13,2.50,2,133
23991350,Rossella apartment/flat - Venice Historical Centre,180468161,Rossella,Isole,Cannaregio,45.44263,12.32734,Entire home/apt,90,2,48,2020-02-21,1.29,1,132
23996460,Marco Polo Apartment ✈️ between Venice&VCEAirport,26105434,Ivan,Terraferma,Campalto,45.48702,12.29825,Entire home/apt,51,1,76,2021-07-30,2.04,1,143
23996826,Ve-nice Suite Rio Marin SC847,22423242,Stefano,Isole,Santa Croce,45.43871,12.32545,Entire home/apt,155,2,56,2021-07-07,1.46,10,110
24001558,Ve-nice Suite Formosa C5141,22423242,Stefano,Isole,Castello,45.43769,12.34294,Entire home/apt,151,2,19,2019-12-29,0.67,10,343
24001727,Ve-nice Suite Rialto SP720-4,22423242,Stefano,Isole,San Polo,45.43752,12.3342,Entire home/apt,496,2,97,2021-07-08,2.62,10,79
24016208,Venice Mestre Train station T4 Rooms Vidar,126451678,Jelena,Terraferma,Marghera,45.48048,12.23057,Private room,55,2,74,2019-10-03,1.86,12,175
24026001,Apt. Fosca Canal View (Venice Historical Centre),2634978,City Apartments,Isole,Cannaregio,45.44359,12.3325,Entire home/apt,128,3,5,2019-07-22,0.19,131,353
24038055,CA ROMY appartament,180927137,Francesco,Isole,Castello,45.43257,12.35582,Entire home/apt,100,2,1,2018-03-28,0.02,2,0
24038627,Ca Castello Appartament,180927137,Francesco,Isole,Castello,45.43291,12.3578,Entire home/apt,100,2,1,2018-03-28,0.02,2,365
24040559,Palazzo DaPonte 03 - Canal View - SANITIZED,2718137,Thomas,Isole,Castello,45.43679,12.33795,Private room,81,1,242,2021-08-01,5.93,5,174
24048090,The Sunny Terrace in Lido di Venezia,19371948,Lotus Apartments Venice,Isole,Lido,45.41013,12.36533,Entire home/apt,135,3,11,2018-06-24,0.31,7,331
24048872,Mills' Apartment,178013752,Marco,Terraferma,Favaro,45.50332,12.28254,Entire home/apt,45,1,125,2020-09-21,3.10,2,66
24048999,Grifoni Boutique Hotel - Triple Deluxe,163685847,Pleuwy,Isole,San Polo,45.43721,12.3281,Private room,134,1,2,2021-02-17,0.34,88,339
24049094,Fondamente Nove Flat,181034494,Umberto,Isole,Cannaregio,45.4415,12.33942,Entire home/apt,59,2,65,2019-09-26,1.64,1,41
24050555,venice Arsenale,180478508,Ismail Khalil,Isole,Castello,45.43607,12.34975,Entire home/apt,186,1,85,2018-11-24,2.11,1,365
24051526,Grifoni Boutique Hotel - Deluxe Quadruple,163685847,Pleuwy,Isole,San Polo,45.43721,12.3281,Private room,158,1,4,2019-02-10,0.11,88,345
24052414,Grifoni Boutique Hotel - Junior Suite Deluxe,163685847,Pleuwy,Isole,San Polo,45.43721,12.3281,Private room,109,1,0,,,88,322
24053213,Grifoni Boutique Hotel - Junior Suite Deluxe,163685847,Pleuwy,Isole,San Polo,45.43721,12.3281,Private room,109,1,1,2018-08-27,0.03,88,334
24054571,Grifoni Boutique Hotel - Quadruple City View,163685847,Pleuwy,Isole,San Polo,45.43721,12.3281,Private room,158,1,1,2021-06-05,0.48,88,347
24055315,Grifoni Boutique Hotel - Junior Suite City View,163685847,Pleuwy,Isole,San Polo,45.43721,12.3281,Private room,109,1,8,2021-06-30,1.36,88,331
24071504,Exclusive Top Floor perfect for Venice,5218338,Libero,Terraferma,San Lorenzo XXV Aprile,45.49583,12.24482,Entire home/apt,85,2,93,2019-10-20,2.33,1,26
24073401,"Appartamento Manu, con giardino (fino a 5 ospiti)",181256686,Manuela,Isole,Lido,45.41832,12.37685,Entire home/apt,109,2,2,2020-01-05,0.09,1,0
24078968,DA MARTINA,181304705,Giuseppino,Isole,Murano,45.45675,12.35578,Entire home/apt,110,3,1,2018-05-27,0.03,1,90
24090485,Grifoni Boutique Hotel  - Triple Deluxe,163685847,Pleuwy,Isole,San Polo,45.43719,12.32798,Private room,134,1,1,2020-09-05,0.09,88,342
24091946,Grifoni Boutique Hotel - Deluxe Suite with terrace,163685847,Pleuwy,Isole,San Polo,45.43721,12.3281,Private room,138,1,2,2021-06-20,0.95,88,304
24097559,Ca' sull'Acqua Oro - IP0270422823,9372174,Anahi,Isole,Cannaregio,45.44214,12.34166,Entire home/apt,86,1,73,2019-10-26,1.87,2,127
24125228,Nice Tower Apartment near San Marco Square,181731578,Fabrizio,Isole,Castello,45.43737,12.33872,Entire home/apt,90,3,41,2020-02-23,1.02,3,0
24133215,Camera matrimoniale / doppia Murano,181171455,Valentina,Terraferma,Ca' Brentelle,45.44894,12.19836,Private room,56,1,35,2018-09-26,0.88,1,218
24136474,Ca' Barozzi  - Red double room  -,88553273,Ca' Barozzi,Isole,Dorsoduro,45.43393,12.31771,Private room,79,2,40,2019-10-18,1.00,3,167
24139710,"Attico con terrazzo panoramico a Mestre, Venezia",151801710,Francesco,Terraferma,Carpenedo,45.50355,12.27096,Entire home/apt,49,1,173,2020-01-23,4.42,5,0
24151188,A 250 square metres apt in the heart of Venice,175070397,Marianna,Isole,San Marco,45.43496,12.33646,Entire home/apt,386,3,68,2019-11-05,1.74,2,112
24154421,StudiOb&bPied-à-Terre Canal de Cannaregio,29402382,Edo,Isole,Cannaregio,45.44395,12.3228,Entire home/apt,76,3,76,2019-09-28,1.99,1,185
24167744,Leafy tranquility in Santa Croce,40718055,Anna,Isole,Dorsoduro,45.43669,12.32088,Entire home/apt,95,4,3,2018-09-17,0.12,2,0
24171828,Venezia centro storico,79868857,Michela,Isole,Cannaregio,45.44301,12.32491,Entire home/apt,300,2,2,2019-05-29,0.08,1,0
24172577,VENICE HOLIDAY TERRACE,182175132,Filippo,Isole,Castello,45.43514,12.34683,Entire home/apt,161,2,145,2021-07-15,3.60,1,274
24182064,Casa Huse;two apartments in duplex with big garden,67860897,Kristin,Terraferma,Marghera Catene,45.47954,12.21403,Entire home/apt,90,1,10,2019-10-06,4.35,3,244
24192720,THEATER VENICE APARTMENT,84931602,Riccardo,Terraferma,San Lorenzo XXV Aprile,45.4922,12.24029,Entire home/apt,46,2,83,2020-09-27,2.07,4,314
24195364,Rosacroce's room,182382739,Maria Giovanna,Isole,Cannaregio,45.44233,12.33884,Private room,70,1,54,2019-05-10,1.37,1,165
24196256,Accogliente casa con vista Lido Venezia,84839986,Elena,Isole,Lido,45.39362,12.35383,Entire home/apt,89,14,1,2020-02-13,0.06,1,230
24219782,Casa Fanny nearby Venice with kitchen,182594096,Lia,Terraferma,Chirignago,45.48132,12.19253,Entire home/apt,50,2,17,2018-07-20,0.46,1,0
24220492,"BIENNALE - 2 BEDROOMS, WIFI & AIR-CON",179297180,Chiara,Isole,Castello,45.4312,12.35725,Entire home/apt,110,2,51,2019-10-12,1.27,11,310
24228801,Appartamento luminoso con giardino,167978086,Paolo,Isole,Castello,45.43814,12.34412,Entire home/apt,104,3,51,2019-04-17,1.34,2,337
24242990,Residence dei Mori (80m from Rialto's Bridge),2634978,City Apartments,Isole,San Marco,45.4379,12.33721,Entire home/apt,689,3,13,2019-10-23,0.38,131,304
24243891,Quiet and sunny at Guggenheim district,182789935,Mario,Isole,Dorsoduro,45.43001,12.33071,Entire home/apt,110,3,73,2021-08-06,1.86,1,0
24256610,Penthouse Specchieri with view on St. Mark's,182908605,Jacopo,Isole,San Marco,45.43576,12.33846,Entire home/apt,236,1,128,2020-02-03,3.22,1,3
24256855,Apartment RIALTO BRIDGE bedrooms 2 bathrooms,179297180,Chiara,Isole,San Polo,45.44008,12.33239,Entire home/apt,140,2,74,2021-05-02,2.01,11,334
24271078,Cozy and bright flat very close to Venice,40372787,Rosa,Terraferma,Piave 1860,45.4873,12.23062,Entire home/apt,79,3,4,2019-09-16,0.13,3,0
24273220,We are 10 mins away from Venice,131261322,Luca,Terraferma,Piave 1860,45.48456,12.23083,Private room,30,1,80,2019-07-02,1.98,6,177
24276039,DAL GIRAMONDO,183092089,Maria,Isole,Dorsoduro,45.42954,12.33178,Entire home/apt,60,2,203,2021-06-20,5.04,1,67
24276649,Villa Frari in Campiello,25582770,Simona,Isole,Santa Croce,45.44155,12.32446,Entire home/apt,150,2,24,2019-11-03,0.61,2,318
24284989,Phoenix A,178963743,Mike,Isole,San Marco,45.43433,12.33346,Entire home/apt,75,1,60,2021-07-13,1.51,4,6
24293761,Alla Corte Rossa,351965,Ca' Turelli,Isole,Dorsoduro,45.43539,12.32107,Private room,100,2,0,,,3,364
24302530,Cabina Matrimoniale + Letto Singolo,180640178,Matteo,Isole,Giudecca,45.42443,12.32897,Private room,110,2,3,2019-05-10,0.08,2,365
24306392,Your oasis in Venice for a peak experience!,4835004,Liesl,Isole,Giudecca,45.42416,12.33187,Entire home/apt,100,30,5,2018-08-02,0.14,1,365
24306499,Gerry's Home in Venice,183364028,Gerry,Isole,Cannaregio,45.44144,12.34184,Shared room,32,1,8,2018-04-30,0.20,1,0
24316032,Cozy apartment next  Palazzo Grassi IDM0270425834,3543688,Ilaria,Isole,San Marco,45.4334,12.32929,Entire home/apt,50,2,80,2020-01-03,2.01,1,46
24318433,"CASA DEGLI ANGELI, free wi-fi near San Marco",3736168,EasyRentals,Isole,Castello,45.4367,12.34509,Entire home/apt,120,1,34,2019-09-03,0.87,27,324
24318737,Fondamenta nove 2,10072655,Mario Apartment,Isole,Cannaregio,45.44209,12.33926,Entire home/apt,67,1,104,2019-09-22,2.58,15,343
24324892,APPARTAMENTO VICINO ALL'ARSENALE,171397885,Stefano,Isole,Castello,45.43631,12.34871,Entire home/apt,75,2,85,2020-02-23,2.14,1,350
24326440,Bella Vita Charming House,416351,Italo,Isole,Cannaregio,45.44089,12.33985,Entire home/apt,160,2,7,2018-05-20,0.18,2,233
24329769,Sparkling clean Ca' Solaro Apartment,178767382,Federico,Terraferma,Pra' Secco,45.51338,12.26555,Entire home/apt,67,1,201,2020-01-29,5.08,1,342
24341620,Happy Holiday House,183669187,Fatema Sharmin,Terraferma,Piave 1860,45.48695,12.23418,Entire home/apt,60,2,213,2020-09-13,5.31,2,343
24342618,Appartamento nel cuore di Venezia-Accademia,183677291,Giovanni,Isole,San Marco,45.43328,12.33117,Entire home/apt,99,3,44,2019-09-22,1.17,1,50
24350491,"Casa Micia, cosy house",75761237,Raffaella,Terraferma,Gatta - Bondu?,45.5328,12.2175,Entire home/apt,32,2,88,2019-10-23,2.21,2,48
24356228,Ca' Burcio,183331666,Marco,Isole,Santa Croce,45.43982,12.32328,Entire home/apt,110,3,15,2019-10-15,1.52,1,143
24361421,Great Location - Piazza San Marco,116722365,Eloisa,Isole,San Marco,45.43546,12.33714,Entire home/apt,56,7,2,2018-07-19,0.06,1,0
24362759,Intero appartamento a Venezia,152280838,Pierpaolo,Isole,San Marco,45.43324,12.3295,Entire home/apt,100,2,2,2018-04-15,0.05,1,8
24363682,Modern and cozy apartment in Venice with terrace!,4403022,Nicole,Isole,Giudecca,45.42356,12.32927,Entire home/apt,80,2,102,2019-12-29,2.59,1,309
24365175,Ca' Milion Venezia affaccio su canale,183871399,Giorgio,Isole,San Marco,45.43841,12.33744,Entire home/apt,127,3,28,2019-06-28,0.71,1,147
24365181,TURQUOISE STUDIO,2030045,Francesca,Isole,Castello,45.43318,12.35573,Entire home/apt,92,3,134,2020-07-24,3.42,2,331
24367745,Superb Grand Canal 3BR Apart-Views-Terrace-Central,69613911,Hugues,Isole,San Marco,45.43326,12.32882,Entire home/apt,400,3,7,2019-10-02,0.18,1,214
24369371,CHERRY APARTMENT  The way to Venice,183905331,Stefano,Terraferma,San Lorenzo XXV Aprile,45.49715,12.24622,Entire home/apt,80,2,12,2018-10-28,0.30,1,24
24369982,Holyday House Lido. 10 mins to S.Marco square,183912014,Eva,Isole,Lido,45.41524,12.36701,Entire home/apt,90,2,32,2019-10-12,0.81,1,25
24375806,DOGE MANY INFORMATION WIFI CLOSE TRAIN&AIRPORT,29755603,Giuliano,Isole,Cannaregio,45.445309,12.324761,Entire home/apt,48,2,72,2021-06-26,2.14,2,30
24385633,VL apartment 0.1,132992706,Antonio,Isole,Lido,45.41131,12.37146,Entire home/apt,200,1,2,2018-09-09,0.06,8,0
24386375,Phoenix B,178963743,Mike,Isole,San Marco,45.43419,12.33452,Entire home/apt,99,2,72,2020-07-05,1.84,4,0
24409222,2O STEPS FROM SAINT MARK SCHOOL!!!!,41559211,Venice,Isole,Cannaregio,45.44076,12.33997,Entire home/apt,131,1,397,2021-07-07,10.44,9,42
24419457,WellVenice Cà D'Oro,41898872,Cristina,Isole,Cannaregio,45.44099,12.33482,Entire home/apt,141,2,45,2019-12-22,1.13,7,332
24436058,Nest over San Marco's roofs,184544878,Igor,Isole,San Marco,45.43361,12.33628,Entire home/apt,145,3,87,2019-10-27,2.20,1,163
24438453,lxr 12,104994977,My Ovatta Srl,Isole,San Polo,45.43783,12.33201,Entire home/apt,256,1,42,2020-02-19,1.15,58,95
24438480,Ca' Leone XIII - casa vacanza religiosa,119635149,Francesco,Isole,Castello,45.4306,12.3535,Private room,63,1,14,2019-08-11,0.36,3,361
24439560,Cà Grandi phototour,184569285,Giulio Cesare E Marcello,Isole,Castello,45.43315,12.35171,Entire home/apt,140,3,47,2021-07-11,1.19,1,352
24441974,"Ca’ Dell’Angelo Views on Canal, Wi.Fi, Cannaregio",126427384,Angelo Maria,Isole,Cannaregio,45.44655,12.32632,Entire home/apt,69,2,140,2020-02-17,3.55,1,0
24442737,Appartamento con vista mozzafiato,8605171,Enrico,Isole,Castello,45.43841,12.35049,Entire home/apt,82,3,24,2019-10-27,0.60,1,76
24446953,Suite Casa Nova for 6 persons.,402350551,,Isole,Castello,45.43515,12.34176,Entire home/apt,9,1,3,2021-07-24,0.09,15,351
24479935,Venetian Palazzo with view,136344566,Elisabetta,Isole,Cannaregio,45.44132,12.33867,Private room,70,1,109,2019-11-02,2.78,1,332
24482113,Villa Giugovaz apartments,184936719,Paolo,Isole,Lido,45.413,12.36649,Entire home/apt,125,7,6,2020-10-10,0.17,3,336
24483079,VECIO CANAL- FEW STEPS FROM SAN MARCO SQUARE,184943708,Luca,Isole,Castello,45.43512,12.34202,Entire home/apt,149,1,90,2019-10-22,2.44,1,0
24485111,Residence Guglie -11 people - Perfect for groups,289615,Valentina,Isole,Cannaregio,45.44393,12.32633,Entire home/apt,284,2,3,2019-06-18,0.09,38,356
24493720,Ever Green,184580691,Khandaker,Terraferma,San Lorenzo XXV Aprile,45.49433,12.25177,Private room,60,1,34,2019-10-11,1.18,4,363
24496064,Ca' Pupparin - Spacious Central Home,121299893,Irene,Isole,Santa Croce,45.43926,12.32987,Entire home/apt,253,2,98,2019-09-21,2.50,4,2
24509342,Ca' Lina apartment close to Rialto and St. Mark's,185150739,Andrea,Isole,San Marco,45.43665,12.33701,Entire home/apt,159,1,5,2018-10-12,0.14,1,0
24509706,Camera Classica,3437195,Valentina,Isole,Cannaregio,45.44353,12.3293,Private room,120,1,6,2018-08-30,0.15,5,116
24510266,Corte Ca’ Petriana next to @CampoSanPolo,24440436,Giuseppe,Isole,San Polo,45.43755,12.33229,Entire home/apt,156,2,58,2019-10-14,1.46,2,349
24514287,"ROOFTOP TERRACE private 3bed, 3bath aircond, wifi",17534457,Merlin,Isole,Dorsoduro,45.43265,12.31983,Entire home/apt,252,3,12,2019-10-29,0.32,28,317
24517535,"Ca' Linda, beautiful bright apartment on canal",185204915,Jean-Pierre,Isole,Castello,45.43241,12.35611,Entire home/apt,159,3,30,2019-09-16,0.84,1,322
24519204,"Tosca, big-doubleroom, SUPER LOCATION!",147104851,Salvo Casa,Isole,Cannaregio,45.44584,12.32844,Private room,58,2,127,2019-11-11,3.32,2,19
24529498,Have a Night at La Fenice Theater in an Historic Apartment,184660645,Valentina,Isole,San Marco,45.43533,12.33395,Entire home/apt,155,4,77,2021-06-23,1.96,1,93
24529736,VENICE LOFT 2,121990130,B. Invest Srl,Terraferma,Marghera,45.4658,12.22205,Entire home/apt,80,2,1,2019-09-29,0.04,7,140
24530118,Venice Mestre Center - 66 Rooms Vidar,126451678,Jelena,Terraferma,San Lorenzo XXV Aprile,45.49167,12.2462,Private room,49,2,75,2019-08-05,1.93,12,346
24535503,"""Camera Fosca"" a chic private bedroom in Venezia",1116679,Fosca,Terraferma,Piave 1860,45.48262,12.23445,Private room,26,2,66,2019-11-09,1.68,4,70
24537467,VENICE LOFT 2A,121990130,B. Invest Srl,Terraferma,Marghera,45.4661,12.22159,Entire home/apt,80,2,3,2019-09-29,0.09,7,142
24551361,Giardino dei Melograni Superior Room #4,630328,Kosher House,Isole,Cannaregio,45.44615,12.32597,Hotel room,120,1,0,,,23,334
24553251,Romantic room,131142254,Ana Maria,Isole,San Marco,45.43224,12.33449,Hotel room,77,2,133,2021-07-06,3.40,5,55
24563383,Antique Biennale Fireplace,152365893,Leonardo,Isole,Castello,45.432198,12.355603,Entire home/apt,87,2,49,2019-10-15,1.28,2,115
24566287,Gondola double room with bathroom   (M0270425955),185308513,Roberto,Isole,Cannaregio,45.44853,12.32768,Private room,125,1,4,2018-08-02,0.11,1,179
24588274,"Ca' Laguna, stunning views on Bacino di San Marco.",12113015,Mario,Isole,Castello,45.43105,12.35483,Entire home/apt,180,2,32,2020-01-02,0.95,19,316
24589133,Grifoni Boutique Hotel - Quadruple with terrace,163685847,Pleuwy,Isole,San Polo,45.43721,12.32794,Private room,166,1,1,2018-12-27,0.03,88,346
24589876,La Corte Segreta,20388459,Pamela,Isole,Dorsoduro,45.43512,12.32027,Entire home/apt,105,2,68,2021-07-22,2.28,1,198
24592715,Cosy flat in a lovely tiny square of Venice,185810699,Mariarosa,Isole,Cannaregio,45.44199,12.34067,Entire home/apt,100,2,37,2019-06-18,1.05,1,117
24596869,Élite Home stunning venetian apt. Close Accademia,185872492,Elite,Isole,Dorsoduro,45.43127,12.32121,Entire home/apt,143,3,103,2021-08-01,2.64,3,234
24610567,Totally equipped loft in the heart of Venice,184995776,Eloisa,Isole,Castello,45.4361,12.34666,Entire home/apt,79,3,107,2021-07-18,2.81,1,128
24618592,Junior Suite-Superior-Ensuite with Shower-Indiana,3429853,Cinzia,Isole,Castello,45.43654,12.34088,Private room,390,1,0,,,3,365
24624552,Angolo di tranquillità,69322135,Guido,Isole,Dorsoduro,45.43267,12.32227,Entire home/apt,120,3,2,2019-01-02,0.05,1,365
24626245,2 STEPS TO VENICE,186105240,Tatiana,Terraferma,Piave 1860,45.48488,12.2337,Entire home/apt,380,2,44,2019-08-26,1.12,1,0
24638284,Admiral Emo Palace over Canal Grande - SANITIZED,186202889,Elena,Isole,Cannaregio,45.44217,12.33091,Entire home/apt,217,2,152,2021-07-20,3.93,1,226
24643440,Venice Mestre Center - 55 Rooms Vidar,126451678,Jelena,Terraferma,San Lorenzo XXV Aprile,45.49181,12.24616,Private room,49,2,41,2019-07-10,1.06,12,334
24650354,VeniceApartment,13627560,Mo,Terraferma,Piave 1860,45.48686,12.23393,Entire home/apt,60,1,215,2020-03-06,5.47,2,217
24653365,"Palazzo DaPonte 02 - Cosy, Central - SANITIZED",2718137,Thomas,Isole,Castello,45.43679,12.33795,Private room,60,1,240,2021-08-04,6.04,5,220
24663943,Giardino dei Melograni Doppia Standard #1,630328,Kosher House,Isole,Cannaregio,45.44661,12.3275,Hotel room,110,1,0,,,23,333
24675083,Bella vista,186488810,Didi,Terraferma,Chirignago,45.48367,12.20003,Private room,30,1,16,2018-08-17,0.43,2,358
24683254,DREAM ON THE CANAL,56386179,Marco,Isole,San Polo,45.43771,12.33211,Entire home/apt,120,2,52,2019-10-27,1.52,3,365
24685250,GORGEOUS ON THE CANAL,56386179,Marco,Isole,San Polo,45.43823,12.33271,Entire home/apt,115,2,46,2019-11-03,1.17,3,365
24694620,"Mezzanino canal, Campo S. Margarita LT M0270426141",31226614,Elena,Isole,Dorsoduro,45.43392,12.324,Entire home/apt,74,3,60,2021-05-22,1.79,1,0
24704758,Venetian Roofs,35470690,Tommaso,Isole,Cannaregio,45.4425,12.33123,Private room,230,3,0,,,1,88
24706204,San Marco Central (100m from St Mark's Square),2634978,City Apartments,Isole,San Marco,45.43378,12.33795,Entire home/apt,177,3,42,2020-01-03,1.07,131,329
24712393,Casa Laguna Verde Venezia,2053550,Stefania,Isole,Cannaregio,45.44176,12.34203,Entire home/apt,85,3,26,2019-10-01,0.74,3,219
24720454,Venice Love Suite Romantic in Venice,139627704,Giusy & Fabrizio,Isole,Castello,45.43732,12.3487,Entire home/apt,100,3,34,2021-07-25,0.95,22,115
24727118,Nice and sunny flat in the heart of Venice,186917113,Francesca,Isole,Cannaregio,45.44376,12.32402,Entire home/apt,140,2,3,2018-10-07,0.08,1,326
24728892,Beatrice House - Pretty and comfortable for Venice,186932481,Dario,Terraferma,Santa Barbara,45.48567,12.21097,Entire home/apt,50,1,44,2019-09-28,1.27,1,335
24739313,Ca’ Maresa San Marco In the heart of the city!!!,186867536,Silvia,Isole,San Marco,45.43689,12.33641,Entire home/apt,150,1,136,2020-02-23,3.54,1,0
24741955,"Luxury  Bedroom,in center of Venice (M0270426385)",187055522,Riccardo E Tiziana,Isole,Castello,45.43851,12.34521,Private room,114,3,5,2019-05-12,0.19,2,137
24744427,Appartamento S.Elena,103561906,Romano,Isole,Sant'Elena,45.4265,12.36246,Entire home/apt,100,2,5,2019-06-11,0.13,1,342
24746819,Lido Beach House,157492478,Michele,Isole,Lido,45.41526,12.37551,Entire home/apt,99,4,10,2020-08-22,0.47,6,276
24747383,Appartamento Stella a 10 min da Venezia,179587332,Davide,Terraferma,Piave 1860,45.48495,12.2441,Entire home/apt,48,1,107,2019-10-07,2.78,1,0
24747737,MIRACOLI,185295599,Alberto,Isole,Cannaregio,45.44037,12.33678,Entire home/apt,70,2,86,2021-07-23,2.38,1,167
24750359,Pavarotti House private bathroom Room 2,187118579,Ke,Isole,Cannaregio,45.444439,12.32995,Private room,53,1,101,2021-07-17,2.58,15,351
24750861,Pavarotti House private bathroom Room 7,187118579,Ke,Isole,Cannaregio,45.444439,12.32995,Private room,50,1,30,2021-08-04,1.28,15,61
24750938,Pavarotti House private bathroom room 3,187118579,Ke,Isole,Cannaregio,45.444439,12.32995,Private room,79,1,6,2018-07-12,0.24,15,351
24751132,Pavarotti House private bathroom room 4,187118579,Ke,Isole,Cannaregio,45.44444,12.32996,Private room,120,1,12,2020-07-11,0.31,15,61
