host_is_superhost,host_total_listings_count,host_identity_verified,room_type,accommodates,bedrooms,beds,price,availability_30,availability_365,number_of_reviews,number_of_reviews_l30d,review_scores_cleanliness,review_scores_value,instant_bookable,reviews_per_month,description_host,description_neighbourhood,neighbourhood_cleansed_grouped,host_since_years,first_review_years,last_review_years,bathrooms_are_shared,bathrooms_count,amenity_washer,amenity_hangers,amenity_long_term_stays_allowed,amenity_shampoo,amenity_dishes_and_silverware,amenity_elevator,amenity_tv,amenity_hot_water,amenity_workspace,amenity_stove,amenity_bed_linens,amenity_refrigerator,amenity_hair_dryer,amenity_iron,amenity_coffee_maker,amenity_cooking_basics,name_cleaned_length,description_cleaned_length,name_touristy
1,1.0,1,entire_place,4,1.0,2.0,49.0,7,43,71,2,4.75,4.82,1,5.68,0,1,Alsergrund,1.210958904109589,1.16986301369863,1.03013698630137,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,139,0
0,1.0,1,entire_place,6,1.0,2.0,85.0,0,154,10,0,4.9,4.9,0,0.85,1,0,Leopoldstadt,3.682191780821918,1.1123287671232878,0.9808219178082191,0,1.0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,5,121,1
0,0.0,0,entire_place,4,1.0,2.0,50.0,30,365,2,0,5.0,5.0,1,0.18,0,1,Other,1.2794520547945205,1.0547945205479452,1.115068493150685,0,1.0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,6,104,0
1,2.0,1,entire_place,4,1.0,2.0,41.0,0,124,3,0,5.0,5.0,0,0.29,1,0,Favoriten,7.205479452054795,0.9835616438356164,0.4465753424657534,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,139,0
0,5.0,1,private_room,3,1.0,3.0,25.0,25,175,5,0,3.8,4.4,1,0.42,1,1,Neubau,5.2465753424657535,1.126027397260274,0.8164383561643835,1,1.0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,8,70,0
0,5.0,1,private_room,3,1.0,4.0,25.0,30,180,2,0,5.0,4.5,1,0.17,1,1,Neubau,5.2465753424657535,1.1178082191780825,1.0602739726027397,1,1.0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,9,61,1
0,0.0,0,entire_place,4,1.0,1.0,89.0,14,316,4,1,4.75,5.0,0,2.61,1,1,Neubau,10.276712328767124,0.2684931506849315,0.9424657534246575,0,1.0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,5,31,0
0,30.0,1,entire_place,3,1.0,1.0,60.0,24,167,13,2,4.92,4.77,1,1.65,1,1,Rudolfsheim-Fnfhaus,5.221917808219178,0.7890410958904109,0.1863013698630137,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7,28,0
1,8.0,1,entire_place,2,1.0,1.0,45.0,0,28,44,0,4.95,4.82,1,3.58,1,1,Neubau,5.13972602739726,1.1534246575342466,0.2520547945205479,0,1.0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,5,49,0
0,67.0,1,private_room,3,1.0,1.0,63.0,23,139,26,2,4.04,4.23,1,2.19,0,0,Other,5.071232876712329,1.1178082191780825,0.7945205479452054,1,1.5,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,7,150,1
0,3.0,1,entire_place,5,3.0,3.0,45.0,0,8,4,0,4.5,4.5,0,0.46,1,1,Landstra§e,1.5424657534246575,0.8657534246575342,0.4931506849315068,0,1.0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,5,72,0
0,0.0,0,entire_place,6,2.0,2.0,90.0,0,0,4,0,4.5,4.75,1,0.34,1,0,Other,1.1917808219178083,1.0986301369863014,0.9671232876712328,0,1.5,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,7,138,1
1,3.0,1,entire_place,4,2.0,2.0,99.0,3,23,26,2,4.96,4.92,1,2.07,1,0,Margareten,1.1863013698630136,1.1726027397260277,0.2547945205479452,0,1.5,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,7,47,0
0,10.0,1,entire_place,4,2.0,5.0,59.0,0,221,2,0,5.0,5.0,0,0.19,0,1,Leopoldstadt,7.457534246575342,1.0136986301369864,0.726027397260274,0,2.0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,3,2,0
0,54.0,1,entire_place,4,1.0,2.0,82.0,20,348,9,0,4.89,4.78,1,1.66,0,1,Innere Stadt,10.189041095890412,0.589041095890411,0.2547945205479452,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,4,146,1
0,54.0,1,entire_place,4,1.0,2.0,82.0,9,331,1,1,5.0,4.0,1,1.0,0,1,Alsergrund,10.189041095890412,0.2246575342465753,0.2246575342465753,0,1.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,146,1
0,2.0,0,entire_place,4,1.0,2.0,45.0,9,102,1,0,5.0,5.0,0,0.08,0,1,Leopoldstadt,10.183561643835615,1.1342465753424658,1.1342465753424658,0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,156,0
0,9.0,0,entire_place,2,1.0,1.0,75.0,30,90,6,0,5.0,4.67,1,0.49,0,0,Innere Stadt,1.7232876712328766,1.1424657534246576,0.2383561643835616,0,1.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,22,0
0,9.0,0,entire_place,2,1.0,1.0,65.0,6,66,6,0,5.0,4.33,1,0.54,0,1,Innere Stadt,1.7232876712328766,1.0575342465753426,1.0356164383561643,0,1.0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,4,21,0
0,9.0,0,entire_place,2,1.0,1.0,85.0,30,90,1,0,4.0,3.0,1,0.08,0,0,Innere Stadt,1.7232876712328766,1.1452054794520548,1.1452054794520548,0,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,34,0
0,9.0,0,entire_place,2,1.0,1.0,75.0,30,90,2,0,4.5,4.5,1,0.18,0,0,Innere Stadt,1.7232876712328766,1.0547945205479452,0.9863013698630136,0,1.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,36,0
1,48.0,1,entire_place,4,1.0,1.0,112.0,2,251,6,0,4.83,4.33,1,0.49,0,0,Other,3.9342465753424656,1.1561643835616435,0.926027397260274,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,8,161,0
0,4.0,1,entire_place,5,1.0,3.0,72.0,0,7,2,0,4.5,5.0,0,0.17,1,1,Other,1.7424657534246577,1.095890410958904,1.0602739726027397,0,1.5,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,7,72,0
1,8.0,1,entire_place,2,1.0,1.0,45.0,6,52,74,5,4.97,4.89,1,6.43,1,1,Neubau,5.13972602739726,1.0876712328767124,1.1342465753424658,0,1.0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,5,73,0
0,1.0,0,private_room,1,1.0,1.0,20.0,7,32,5,0,5.0,5.0,0,0.42,0,0,Landstra§e,5.931506849315069,1.1287671232876713,0.8575342465753425,1,1.5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,5,146,0
0,54.0,1,entire_place,6,2.0,3.0,82.0,29,352,11,0,4.73,4.82,1,0.92,0,1,Landstra§e,10.189041095890412,1.1232876712328768,0.4575342465753425,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,4,150,0
0,54.0,1,entire_place,8,2.0,4.0,122.0,9,309,1,0,5.0,5.0,0,0.12,0,1,Innere Stadt,10.189041095890412,0.852054794520548,0.852054794520548,0,1.5,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,3,145,0
0,67.0,1,entire_place,3,1.0,2.0,85.0,30,140,54,4,4.37,4.35,1,4.34,0,0,Margareten,5.071232876712329,1.1643835616438356,0.1835616438356164,0,1.0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,7,107,0
0,54.0,1,entire_place,6,2.0,3.0,100.0,11,315,6,2,4.83,4.83,1,0.69,0,1,Innere Stadt,10.189041095890412,0.852054794520548,0.1671232876712328,0,1.5,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,3,145,0
0,19.0,1,entire_place,4,2.0,3.0,99.0,0,248,2,0,3.5,4.5,0,0.8,0,1,Leopoldstadt,8.594520547945205,0.347945205479452,0.4547945205479452,0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,5,73,0
0,7.0,1,entire_place,6,1.0,3.0,71.0,24,340,11,1,4.55,4.91,1,0.91,0,1,Innere Stadt,8.854794520547944,1.1315068493150684,0.1945205479452054,0,1.0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,4,45,0
0,19.0,1,entire_place,4,1.0,2.0,69.0,6,149,1,0,5.0,5.0,0,0.1,0,1,Leopoldstadt,8.594520547945205,1.0054794520547945,1.0054794520547945,0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4,70,0
0,54.0,1,entire_place,8,2.0,4.0,127.0,16,338,26,2,4.65,4.5,0,2.88,0,1,Mariahilf,10.189041095890412,0.8849315068493151,0.4301369863013699,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,5,147,0
0,54.0,1,entire_place,8,3.0,4.0,127.0,2,257,7,0,4.57,4.86,0,0.67,0,1,Innere Stadt,10.189041095890412,1.0027397260273974,0.6931506849315069,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,3,145,0
0,54.0,1,entire_place,6,2.0,2.0,100.0,3,300,15,1,4.4,4.67,1,1.8,0,1,Neubau,10.189041095890412,0.8273972602739726,0.2328767123287671,0,1.0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,3,144,0
0,54.0,1,entire_place,5,2.0,3.0,100.0,0,0,16,0,4.81,4.88,1,1.8,0,1,Innere Stadt,10.189041095890412,0.8767123287671232,0.3753424657534246,0,1.5,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,4,146,0
0,54.0,1,entire_place,6,3.0,3.0,100.0,12,301,3,0,4.67,4.67,1,0.74,0,1,Innere Stadt,10.189041095890412,0.473972602739726,0.2328767123287671,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,3,147,0
0,0.0,0,entire_place,2,1.0,1.0,42.0,0,0,2,0,5.0,4.0,0,0.17,1,0,Other,1.178082191780822,1.095890410958904,1.073972602739726,0,1.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,4,73,0
0,54.0,1,entire_place,7,2.0,4.0,118.0,11,308,23,2,4.61,4.78,0,3.54,0,1,Leopoldstadt,10.189041095890412,0.6767123287671233,0.3315068493150685,0,2.0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,5,146,0
0,54.0,1,entire_place,8,3.0,4.0,122.0,14,336,8,2,5.0,4.38,0,1.39,0,1,Margareten,10.189041095890412,0.6164383561643836,0.1561643835616438,0,1.5,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,3,146,1
0,54.0,1,entire_place,6,2.0,3.0,95.0,19,341,1,0,5.0,5.0,1,0.11,0,1,Leopoldstadt,10.189041095890412,0.8821917808219178,0.8821917808219178,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,3,141,0
0,1.0,1,entire_place,4,1.0,1.0,62.0,30,180,2,0,5.0,5.0,0,0.16,0,1,Rudolfsheim-Fnfhaus,3.43013698630137,1.1506849315068493,1.115068493150685,0,1.0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,8,52,0
0,62.0,1,private_room,2,1.0,1.0,17.0,7,46,45,6,4.2,4.58,1,3.63,1,1,Other,10.178082191780822,1.1616438356164382,1.126027397260274,1,1.0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,10,0,0
1,8.0,1,entire_place,2,1.0,1.0,59.0,14,53,46,5,4.91,4.76,1,3.81,1,1,Neubau,5.13972602739726,1.1342465753424658,0.1835616438356164,0,1.0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,5,48,0
0,0.0,1,entire_place,2,1.0,1.0,85.0,0,0,3,0,5.0,5.0,0,0.27,1,0,Alsergrund,2.416438356164384,1.0465753424657531,0.7698630136986301,0,1.0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,4,147,0
0,0.0,0,entire_place,3,1.0,1.0,48.0,0,22,2,0,5.0,4.5,1,0.17,1,0,Rudolfsheim-Fnfhaus,1.16986301369863,1.1287671232876713,1.104109589041096,0,1.0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,7,126,1
0,62.0,1,private_room,2,1.0,1.0,12.0,15,281,16,1,4.19,4.5,1,1.43,1,1,Other,10.178082191780822,1.0602739726027397,0.1616438356164383,1,1.0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,8,0,0
0,62.0,1,private_room,1,1.0,1.0,15.0,22,81,61,7,4.31,4.62,1,5.72,1,1,Other,10.178082191780822,1.0191780821917809,1.1013698630136983,1,1.0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,6,0,0
0,54.0,1,entire_place,4,1.0,2.0,59.0,27,362,1,0,5.0,5.0,1,0.13,0,1,Ottakring,10.189041095890412,0.7835616438356164,0.7835616438356164,0,1.5,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,4,148,0
0,54.0,1,entire_place,4,1.0,2.0,82.0,13,335,7,0,5.0,4.71,1,0.77,0,1,Innere Stadt,10.189041095890412,0.8904109589041096,0.5178082191780822,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,3,151,0
0,54.0,1,entire_place,6,2.0,3.0,95.0,9,331,7,0,4.71,4.57,1,0.59,0,1,Margareten,10.189041095890412,1.1178082191780825,0.873972602739726,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,4,149,1
0,54.0,1,entire_place,4,2.0,2.0,64.0,16,333,5,0,4.6,4.6,1,1.34,0,1,Margareten,10.189041095890412,0.4493150684931506,1.021917808219178,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,3,141,1
0,54.0,1,entire_place,6,2.0,3.0,82.0,10,344,5,1,4.2,4.4,1,0.47,0,1,Landstra§e,10.189041095890412,1.021917808219178,0.2136986301369863,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,4,149,0
0,54.0,1,entire_place,6,2.0,3.0,82.0,18,331,1,0,5.0,4.0,1,0.75,0,1,Other,10.189041095890412,0.2520547945205479,0.2520547945205479,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,4,148,0
0,54.0,1,entire_place,2,1.0,1.0,72.0,24,359,2,0,5.0,5.0,1,0.19,0,1,Margareten,10.189041095890412,1.010958904109589,0.7890410958904109,0,1.5,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,3,151,1
0,54.0,1,entire_place,2,1.0,1.0,57.0,24,359,4,0,4.75,4.25,1,0.37,0,1,Margareten,10.189041095890412,1.021917808219178,0.2328767123287671,0,1.5,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,4,151,1
0,0.0,1,entire_place,6,2.0,2.0,125.0,4,98,37,3,4.65,4.54,1,4.44,1,0,Innere Stadt,1.8027397260273967,0.8273972602739726,0.2136986301369863,0,1.5,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,6,145,0
0,1.0,1,entire_place,4,2.0,2.0,60.0,9,156,3,1,5.0,5.0,1,2.05,0,0,Other,5.517808219178082,0.2630136986301369,0.1561643835616438,0,1.5,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,6,68,1
0,12.0,1,entire_place,5,1.0,2.0,138.0,1,323,14,1,4.14,4.57,1,1.35,0,1,Innere Stadt,1.904109589041096,0.9972602739726028,0.1698630136986301,0,1.5,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,5,135,0
1,1.0,1,entire_place,2,1.0,1.0,95.0,7,132,11,3,5.0,4.91,0,1.01,1,0,Other,4.7315068493150685,1.0383561643835617,0.2712328767123287,0,1.0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,5,149,0
0,0.0,1,entire_place,3,1.0,2.0,60.0,7,313,3,2,5.0,4.67,0,3.0,0,0,Rudolfsheim-Fnfhaus,1.1616438356164382,0.1945205479452054,0.1890410958904109,0,1.0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,7,167,0
0,0.0,1,entire_place,3,1.0,2.0,61.0,16,346,6,0,5.0,5.0,1,0.51,0,0,Rudolfsheim-Fnfhaus,1.717808219178082,1.1178082191780825,1.0767123287671232,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,128,0
1,1.0,1,private_room,1,1.0,2.0,25.0,12,40,1,0,4.0,5.0,0,0.1,0,1,Mariahilf,5.394520547945206,0.9972602739726028,0.9972602739726028,1,1.0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,9,157,1
0,67.0,1,entire_place,3,1.0,2.0,85.0,29,139,36,4,4.53,4.42,1,2.98,0,0,Margareten,5.071232876712329,1.1342465753424658,0.1917808219178082,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,7,107,0
0,1.0,1,entire_place,4,2.0,2.0,60.0,8,142,3,0,4.33,4.33,1,1.96,0,0,Other,5.517808219178082,0.2684931506849315,0.2328767123287671,0,1.5,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,6,66,1
0,1.0,1,entire_place,4,1.0,0.0,50.0,29,179,2,1,5.0,5.0,1,1.3,0,0,Other,5.517808219178082,0.2684931506849315,0.2246575342465753,0,1.5,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,6,72,1
0,1.0,1,entire_place,4,2.0,2.0,75.0,15,165,1,1,5.0,4.0,1,1.0,0,0,Other,5.517808219178082,0.1780821917808219,0.1780821917808219,0,1.5,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,5,73,1
0,0.0,0,private_room,1,1.0,1.0,12.0,0,0,7,0,4.71,4.71,1,0.6,1,1,Other,2.063013698630137,1.1095890410958904,0.873972602739726,1,3.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,88,0
0,54.0,1,entire_place,2,1.0,1.0,68.0,10,329,3,0,4.67,5.0,1,0.35,0,1,Innere Stadt,10.189041095890412,0.8547945205479452,0.8301369863013699,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,3,151,0
0,54.0,1,entire_place,4,1.0,2.0,77.0,28,363,2,0,5.0,5.0,1,0.81,0,1,Margareten,10.189041095890412,0.3452054794520548,0.3205479452054794,0,1.5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,3,149,1
0,1.0,0,entire_place,4,1.0,3.0,110.0,30,360,4,0,4.0,5.0,1,0.36,1,1,Leopoldstadt,2.219178082191781,1.0493150684931507,0.8904109589041096,0,1.0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,55,0
0,62.0,1,private_room,2,1.0,2.0,14.0,23,350,23,4,4.3,4.57,1,1.98,1,1,Other,10.178082191780822,1.0986301369863014,0.1643835616438356,1,1.0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,11,0,0
0,62.0,1,private_room,2,1.0,1.0,13.0,12,58,24,4,4.08,4.63,1,2.03,1,1,Other,10.178082191780822,1.115068493150685,0.9616438356164384,1,1.0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,9,0,0
0,10.0,1,private_room,2,1.0,1.0,55.0,29,359,4,2,4.5,5.0,1,0.37,1,0,Rudolfsheim-Fnfhaus,5.863013698630137,1.0383561643835617,0.1671232876712328,0,1.0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,4,164,0
1,1.0,1,entire_place,2,1.0,1.0,59.0,0,0,1,0,5.0,5.0,1,0.12,1,0,Landstra§e,5.364383561643836,0.8301369863013699,0.8301369863013699,0,1.0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,4,150,0
0,62.0,1,private_room,2,1.0,1.0,15.0,6,55,34,8,4.41,4.74,1,2.93,1,1,Other,10.178082191780822,1.095890410958904,0.1616438356164383,1,1.0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,9,0,0
0,62.0,1,private_room,2,1.0,2.0,16.0,25,85,25,3,4.28,4.56,1,2.07,1,1,Other,10.178082191780822,1.1369863013698631,0.1671232876712328,1,1.0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,10,0,0
0,81.0,1,entire_place,4,2.0,2.0,108.0,0,280,1,0,5.0,5.0,1,0.09,0,1,Landstra§e,7.273972602739726,1.0986301369863014,1.0986301369863014,0,1.5,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,13,113,1
0,2.0,0,entire_place,4,2.0,2.0,60.0,0,0,1,0,5.0,5.0,1,0.09,1,1,Rudolfsheim-Fnfhaus,7.002739726027397,1.063013698630137,1.063013698630137,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,81,0
1,0.0,0,private_room,3,1.0,1.0,29.0,0,0,6,0,4.5,4.83,1,0.53,0,1,Neubau,6.947945205479452,1.0684931506849316,1.1123287671232878,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,8,110,0
0,21.0,1,entire_place,8,2.0,5.0,123.0,22,165,1,1,4.0,3.0,1,1.0,0,0,Alsergrund,8.180821917808219,0.1726027397260274,0.1726027397260274,0,1.5,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,7,145,0
0,0.0,0,entire_place,2,1.0,1.0,90.0,17,17,2,0,4.5,4.0,1,1.82,1,0,Other,1.1397260273972605,0.2328767123287671,1.0575342465753426,0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,5,155,0
0,1.0,1,private_room,3,1.0,1.0,23.0,0,0,4,0,4.5,4.75,1,0.34,1,0,Mariahilf,5.32054794520548,1.104109589041096,1.0356164383561643,1,1.5,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,9,111,0
0,62.0,1,private_room,2,1.0,1.0,13.0,15,72,29,4,4.55,4.86,1,2.59,1,1,Other,10.178082191780822,1.063013698630137,0.2712328767123287,1,1.0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,8,0,0
0,0.0,1,private_room,2,1.0,1.0,58.0,29,179,4,0,5.0,5.0,0,0.42,0,0,Landstra§e,4.8712328767123285,0.9315068493150684,0.8383561643835616,1,1.5,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,5,148,0
0,3.0,1,entire_place,4,1.0,3.0,59.0,30,55,1,0,2.0,3.0,0,0.12,0,1,Leopoldstadt,3.2164383561643834,0.8328767123287671,0.8328767123287671,0,1.0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,5,17,0
0,0.0,1,entire_place,6,3.0,3.0,310.0,22,349,1,1,5.0,5.0,1,1.0,1,0,Other,2.947945205479452,0.1561643835616438,0.1561643835616438,0,2.0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,7,102,0
0,0.0,1,entire_place,2,1.0,1.0,27.0,4,136,2,0,5.0,5.0,0,0.17,0,0,Leopoldstadt,2.3945205479452056,1.0904109589041096,0.958904109589041,0,1.0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,6,72,0
0,1.0,1,entire_place,2,1.0,1.0,55.0,23,58,1,0,5.0,5.0,1,0.29,0,0,Landstra§e,1.6136986301369862,0.4301369863013699,0.4301369863013699,0,1.0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,7,82,0
1,2.0,1,entire_place,7,3.0,4.0,139.0,0,0,2,0,4.5,5.0,1,0.17,1,0,Mariahilf,4.646575342465753,1.0904109589041096,1.0410958904109588,0,1.0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,4,142,0
0,0.0,0,private_room,4,1.0,2.0,138.0,30,365,1,0,5.0,5.0,0,0.09,1,1,Innere Stadt,1.1315068493150684,1.082191780821918,1.082191780821918,0,1.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,7,70,0
1,1.0,1,entire_place,6,2.0,3.0,137.0,9,128,9,2,4.89,4.89,0,0.79,0,0,Landstra§e,6.010958904109589,1.073972602739726,0.2054794520547945,0,1.5,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,6,81,0
1,1.0,1,entire_place,4,1.0,2.0,74.0,14,160,11,1,4.73,4.64,0,0.96,0,0,Landstra§e,6.010958904109589,1.0794520547945206,0.1945205479452054,0,1.0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,5,73,0
1,1.0,1,entire_place,6,3.0,3.0,170.0,7,119,12,2,4.92,4.92,0,1.1,0,0,Landstra§e,6.010958904109589,1.0383561643835617,0.8246575342465754,0,1.5,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,6,92,0
0,0.0,1,entire_place,4,1.0,1.0,68.0,14,138,29,3,4.79,4.38,1,2.51,1,0,Leopoldstadt,1.8027397260273967,1.093150684931507,1.0602739726027397,0,1.5,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,7,155,1
0,1.0,1,entire_place,2,1.0,1.0,40.0,12,58,6,4,5.0,5.0,1,6.0,0,1,Rudolfsheim-Fnfhaus,6.408219178082192,0.2273972602739726,0.1534246575342465,0,1.0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,4,56,0
1,0.0,1,entire_place,4,2.0,2.0,80.0,11,318,2,2,5.0,5.0,1,2.0,1,1,Other,1.6,0.1945205479452054,0.1616438356164383,0,1.0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,4,25,0
0,62.0,1,private_room,2,1.0,1.0,18.0,7,54,25,5,4.48,4.68,1,2.17,1,1,Other,10.178082191780822,1.0876712328767124,0.1698630136986301,1,1.0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,9,0,0
1,14.0,1,entire_place,4,1.0,2.0,109.0,11,136,6,0,5.0,4.33,1,0.55,0,0,Landstra§e,3.306849315068493,1.0438356164383562,0.4164383561643835,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,145,0
1,14.0,1,entire_place,6,1.0,3.0,109.0,0,0,1,0,4.0,4.0,1,0.1,0,0,Landstra§e,3.306849315068493,1.0027397260273974,1.0027397260273974,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,145,1
0,1.0,0,entire_place,2,1.0,3.0,49.0,0,0,3,0,3.67,3.67,1,0.25,1,0,Other,1.1315068493150684,1.1123287671232878,1.0136986301369864,0,1.0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,3,47,0
1,1.0,1,entire_place,2,1.0,1.0,57.0,27,275,4,1,5.0,4.75,1,0.35,0,0,Ottakring,2.3123287671232875,1.0876712328767124,0.9945205479452056,0,1.0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,9,155,0
0,10.0,1,entire_place,2,1.0,0.0,69.0,27,357,7,1,4.43,4.86,1,0.63,1,0,Rudolfsheim-Fnfhaus,5.863013698630137,1.0493150684931507,1.0027397260273974,0,1.0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,4,164,0
0,24.0,1,entire_place,4,1.0,2.0,50.0,2,232,30,7,4.77,4.73,1,2.66,0,0,Margareten,6.441095890410959,1.0684931506849316,0.2301369863013698,0,1.0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,8,139,1
0,1.0,0,entire_place,4,1.0,1.0,54.0,0,0,1,0,5.0,5.0,1,0.09,1,0,Leopoldstadt,2.3917808219178083,1.1095890410958904,1.1095890410958904,0,1.0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,5,144,1
