host_is_superhost,host_total_listings_count,host_identity_verified,room_type,accommodates,bedrooms,beds,price,availability_30,availability_365,number_of_reviews,number_of_reviews_l30d,review_scores_cleanliness,review_scores_value,instant_bookable,reviews_per_month,description_host,description_neighbourhood,neighbourhood_cleansed_grouped,host_since_years,first_review_years,last_review_years,bathrooms_are_shared,bathrooms_count,amenity_washer,amenity_hangers,amenity_long_term_stays_allowed,amenity_shampoo,amenity_dishes_and_silverware,amenity_elevator,amenity_tv,amenity_hot_water,amenity_workspace,amenity_stove,amenity_bed_linens,amenity_refrigerator,amenity_hair_dryer,amenity_iron,amenity_coffee_maker,amenity_cooking_basics,name_cleaned_length,description_cleaned_length,name_touristy
0,3.0,1,entire_place,2,2.0,2.0,65.0,0,0,11,0,5.0,4.73,1,0.28,1,0,Alsergrund,6.142465753424657,3.4136986301369863,3.0986301369863014,0,1.0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,7,166,0
0,2.0,1,entire_place,5,2.0,4.0,220.0,0,0,14,0,4.17,4.42,1,0.27,1,0,Innere Stadt,4.739726027397261,4.372602739726028,2.0136986301369864,0,1.0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,4,77,0
0,1.0,0,entire_place,3,1.0,2.0,109.0,0,0,6,0,4.67,4.83,0,0.12,1,1,Leopoldstadt,7.802739726027397,4.2,2.32054794520548,0,1.0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,6,22,0
1,1.0,1,entire_place,6,1.0,3.0,69.0,0,206,117,1,4.88,4.79,1,2.18,0,0,Alsergrund,4.715068493150685,4.553424657534246,1.6904109589041096,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7,159,0
0,1.0,1,private_room,2,1.0,1.0,29.0,0,0,11,0,4.5,4.75,1,0.2,1,0,Other,5.945205479452055,4.698630136986301,3.912328767123288,0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,5,105,0
0,1.0,0,private_room,3,1.0,1.0,35.0,0,0,17,0,4.29,4.69,1,0.33,1,1,Other,4.715068493150685,4.383561643835616,3.958904109589041,1,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,8,175,0
1,1.0,1,entire_place,2,1.0,1.0,59.0,0,327,19,0,4.84,4.74,0,0.44,0,0,Alsergrund,5.273972602739726,3.695890410958904,2.673972602739726,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,163,1
1,48.0,1,entire_place,5,1.0,1.0,64.0,24,184,117,0,4.32,4.37,1,2.13,0,0,Alsergrund,3.9342465753424656,4.66027397260274,2.441095890410959,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7,155,1
0,1.0,1,entire_place,3,1.0,2.0,70.0,0,0,36,0,4.92,4.91,0,0.65,0,0,Other,10.01917808219178,4.663013698630137,2.3835616438356166,0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,5,162,0
0,0.0,1,entire_place,2,1.0,1.0,85.0,15,106,2,0,4.5,4.5,0,0.04,0,1,Margareten,5.67945205479452,4.657534246575342,4.32054794520548,0,1.5,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,4,28,1
0,2.0,0,entire_place,2,1.0,1.0,60.0,0,0,66,0,4.88,4.83,1,1.28,1,1,Favoriten,4.712328767123288,4.36986301369863,1.7205479452054795,0,1.0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,6,103,1
0,1.0,0,private_room,2,1.0,1.0,50.0,0,0,1,0,2.0,2.0,0,0.02,1,1,Mariahilf,4.7095890410958905,4.652054794520548,4.652054794520548,1,1.5,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,6,70,0
0,1.0,1,entire_place,2,1.0,1.0,70.0,0,0,2,0,5.0,5.0,0,0.04,1,0,Margareten,6.608219178082192,4.071232876712329,4.054794520547945,0,1.5,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,5,92,1
0,1.0,1,entire_place,3,1.0,1.0,55.0,0,0,29,0,4.9,4.79,0,0.56,1,0,Margareten,4.865753424657535,4.4301369863013695,3.663013698630137,0,1.0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,3,60,1
0,1.0,1,entire_place,3,1.0,1.0,66.0,0,0,16,0,4.81,4.63,0,0.4,1,0,Neubau,6.210958904109589,3.4136986301369863,2.671232876712329,0,1.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,126,0
0,3.0,1,entire_place,3,1.0,2.0,85.0,28,138,3,0,5.0,5.0,0,0.06,1,0,Other,7.408219178082191,3.96986301369863,3.0027397260273974,0,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,156,1
0,1.0,1,entire_place,4,1.0,3.0,120.0,7,37,142,1,4.75,4.66,0,2.65,1,0,Margareten,4.701369863013698,4.5479452054794525,0.2547945205479452,0,1.5,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,7,171,0
0,1.0,1,private_room,2,1.0,1.0,45.0,0,0,3,0,5.0,4.0,0,0.05,1,1,Other,5.315068493150685,4.663013698630137,4.260273972602739,1,1.5,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,10,172,1
0,12.0,1,entire_place,3,2.0,3.0,35.0,0,165,12,0,4.58,4.09,0,0.24,0,0,Other,6.46027397260274,4.238356164383561,3.854794520547945,0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,5,163,1
0,2.0,1,private_room,2,1.0,2.0,30.0,0,0,3,0,4.0,5.0,0,0.09,1,0,Other,6.279452054794521,3.0356164383561643,4.66027397260274,1,1.0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,7,144,0
0,1.0,1,private_room,3,1.0,2.0,29.0,0,0,2,0,5.0,4.0,0,0.04,1,0,Leopoldstadt,5.18082191780822,4.528767123287671,4.526027397260274,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,7,105,0
0,1.0,0,private_room,4,1.0,2.0,29.0,0,0,2,0,5.0,5.0,1,0.04,0,0,Favoriten,4.695890410958904,4.663013698630137,4.676712328767123,0,1.5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,8,61,1
0,2.0,1,entire_place,4,1.0,2.0,48.0,2,235,82,0,4.72,4.62,1,1.49,0,0,Landstra§e,5.780821917808219,4.66027397260274,1.6712328767123288,0,1.0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,6,145,0
0,1.0,1,private_room,3,1.0,1.0,19.0,3,132,14,0,4.08,4.17,0,0.26,1,1,Margareten,5.238356164383561,4.6438356164383565,2.0931506849315067,0,1.0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,7,136,0
1,12.0,1,private_room,4,1.0,1.0,49.0,0,201,144,0,4.87,4.79,1,2.8,0,0,Landstra§e,4.693150684931507,4.372602739726028,1.501369863013699,1,3.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,9,164,1
0,1.0,1,entire_place,2,1.0,1.0,48.0,30,90,4,0,4.25,5.0,0,0.16,1,1,Other,4.693150684931507,2.2273972602739724,1.5726027397260274,0,1.0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2,48,0
0,1.0,0,entire_place,3,1.0,1.0,75.0,16,311,128,0,4.79,4.76,0,2.49,1,0,Innere Stadt,6.06027397260274,4.375342465753425,1.5452054794520549,0,1.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,154,1
0,2.0,1,entire_place,4,2.0,2.0,70.0,1,239,24,0,4.96,4.74,0,0.48,0,1,Mariahilf,7.613698630136986,4.279452054794521,1.86027397260274,0,1.0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,7,166,0
0,2.0,1,entire_place,2,1.0,1.0,65.0,23,75,20,0,4.94,4.82,0,0.36,0,0,Other,4.684931506849315,4.66027397260274,1.904109589041096,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7,43,0
1,1.0,1,entire_place,4,1.0,1.0,170.0,0,138,75,0,4.88,4.93,1,1.45,0,0,Innere Stadt,4.682191780821918,4.408219178082192,1.9342465753424656,0,1.5,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,6,164,0
0,1.0,1,entire_place,2,1.0,1.0,40.0,0,0,3,0,4.67,4.67,1,0.05,0,1,Leopoldstadt,5.131506849315069,4.668493150684932,4.219178082191781,0,1.0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,5,172,0
0,6.0,1,entire_place,4,1.0,2.0,67.0,1,219,101,0,4.8,4.71,0,1.93,0,0,Landstra§e,5.695890410958904,4.452054794520548,2.0356164383561643,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,137,1
0,1.0,1,entire_place,3,2.0,2.0,44.0,0,34,158,0,4.72,4.84,1,2.87,1,0,Margareten,4.67945205479452,4.673972602739726,1.5342465753424657,0,1.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,7,180,0
0,89.0,1,entire_place,10,3.0,6.0,257.0,16,334,33,0,4.88,4.48,0,0.66,0,0,Innere Stadt,7.991780821917808,4.260273972602739,1.6794520547945206,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,168,0
0,2.0,1,entire_place,5,2.0,3.0,61.0,0,0,64,0,4.87,4.87,0,1.21,1,0,Other,7.854794520547945,4.50958904109589,2.3808219178082197,0,1.0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,6,172,0
1,1.0,1,entire_place,4,1.0,1.0,65.0,0,22,75,0,4.96,4.73,0,1.36,1,0,Other,4.67945205479452,4.66027397260274,2.117808219178082,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,153,0
0,11.0,1,entire_place,8,3.0,3.0,208.0,7,76,170,0,4.94,4.77,1,3.1,0,0,Favoriten,4.810958904109589,4.652054794520548,2.66027397260274,0,1.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,156,1
1,12.0,1,private_room,2,1.0,1.0,60.0,0,310,1,0,5.0,5.0,0,0.03,0,1,Alsergrund,7.863013698630137,3.16986301369863,3.16986301369863,0,1.0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,3,28,0
1,2.0,0,entire_place,1,1.0,1.0,25.0,30,119,4,0,5.0,4.5,0,0.08,1,1,Other,5.063013698630137,4.16986301369863,3.5178082191780824,0,1.0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,7,143,1
1,2.0,1,private_room,3,1.0,1.0,30.0,0,0,53,0,4.94,4.87,1,0.96,0,0,Other,4.712328767123288,4.663013698630137,1.7232876712328766,1,1.5,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,4,158,0
0,1.0,0,private_room,1,1.0,1.0,20.0,0,0,3,0,5.0,5.0,1,0.06,1,1,Landstra§e,4.676712328767123,4.6219178082191785,3.915068493150685,1,1.0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,9,126,1
1,1.0,1,entire_place,4,1.0,1.0,35.0,0,0,115,0,4.89,4.82,0,2.24,0,0,Other,5.098630136986301,4.364383561643836,1.7013698630136986,0,1.0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,8,147,1
0,6.0,1,entire_place,2,2.0,2.0,109.0,7,327,4,0,3.33,4.67,1,0.08,0,0,Innere Stadt,6.161643835616438,4.205479452054795,2.8958904109589043,0,1.0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,6,148,0
0,4.0,1,entire_place,4,1.0,2.0,69.0,2,135,70,2,4.79,4.43,1,1.43,0,0,Margareten,6.747945205479452,4.156164383561644,0.6246575342465753,0,1.0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,6,100,1
0,22.0,1,entire_place,8,2.0,3.0,99.0,26,357,220,0,4.54,4.43,0,4.15,0,1,Landstra§e,9.608219178082193,4.495890410958904,1.5616438356164384,0,1.5,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,5,70,1
0,2.0,1,entire_place,4,2.0,2.0,127.0,0,0,112,1,4.75,4.56,0,2.12,0,0,Innere Stadt,4.657534246575342,4.495890410958904,1.9342465753424656,0,1.5,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,8,136,1
0,4.0,1,entire_place,5,1.0,3.0,51.0,20,171,13,0,4.5,4.5,1,0.26,0,0,Other,4.909589041095891,4.221917808219178,3.572602739726028,0,1.0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,8,154,1
1,2.0,1,entire_place,2,1.0,1.0,55.0,0,130,3,0,5.0,4.67,0,0.1,0,0,Alsergrund,9.72054794520548,2.652054794520548,2.4246575342465757,0,1.0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,8,114,0
0,2.0,1,entire_place,2,1.0,1.0,55.0,0,0,13,0,4.69,5.0,0,0.39,1,0,Margareten,6.095890410958904,2.912328767123288,2.4273972602739726,0,1.0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,8,159,1
1,1.0,0,entire_place,2,1.0,0.0,46.0,22,348,43,0,4.84,4.86,1,0.89,1,1,Landstra§e,4.652054794520548,4.109589041095891,1.5205479452054795,0,1.5,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,6,151,0
0,1.0,0,entire_place,4,1.0,2.0,55.0,0,186,66,0,4.89,4.97,1,1.24,0,0,Other,7.13972602739726,4.50958904109589,3.997260273972602,0,1.0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,5,128,0
1,2.0,1,private_room,2,2.0,2.0,51.0,23,354,101,2,4.96,4.93,0,2.01,0,0,Mariahilf,8.635616438356164,4.282191780821917,1.652054794520548,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,172,1
0,4.0,0,entire_place,4,1.0,1.0,45.0,29,336,4,0,5.0,5.0,0,0.08,1,1,Rudolfsheim-Fnfhaus,6.550684931506849,4.016438356164383,4.010958904109589,0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,4,49,0
0,0.0,1,entire_place,4,2.0,2.0,89.0,0,0,44,0,4.54,4.61,0,0.85,0,0,Leopoldstadt,5.632876712328767,4.402739726027397,1.7397260273972603,0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,7,160,0
0,2.0,1,entire_place,7,2.0,6.0,124.0,16,343,90,0,4.81,4.76,0,1.66,0,0,Ottakring,4.641095890410959,4.589041095890411,2.8575342465753426,0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,6,159,0
0,1.0,1,entire_place,3,1.0,2.0,101.0,28,178,50,0,4.8,4.98,0,1.13,1,1,Other,8.542465753424658,3.780821917808219,2.345205479452055,0,1.0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,8,63,1
0,2.0,1,private_room,2,1.0,1.0,50.0,29,179,30,1,4.92,4.92,0,0.6,1,1,Leopoldstadt,7.863013698630137,4.238356164383561,1.8821917808219175,1,1.0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,7,153,0
0,1.0,0,entire_place,4,2.0,2.0,58.0,0,3,6,0,5.0,4.83,1,0.11,1,0,Other,4.635616438356164,4.580821917808219,4.317808219178082,0,1.0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,8,154,0
0,1.0,1,private_room,2,1.0,1.0,20.0,0,0,1,0,5.0,5.0,1,0.02,0,0,Other,4.926027397260274,4.35068493150685,4.35068493150685,0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,5,181,0
0,10.0,1,entire_place,3,1.0,1.0,68.0,30,365,50,0,4.6,4.12,0,0.97,1,0,Leopoldstadt,7.232876712328767,4.375342465753425,1.9589041095890407,0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4,90,0
1,5.0,1,entire_place,4,1.0,2.0,70.0,0,35,171,0,4.94,4.78,0,3.28,0,0,Other,4.63013698630137,4.432876712328767,1.6246575342465754,0,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,7,57,0
0,1.0,1,private_room,2,1.0,1.0,23.0,23,23,80,0,4.18,4.63,0,1.62,1,0,Mariahilf,6.284931506849315,4.205479452054795,1.5945205479452054,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,6,159,1
0,2.0,1,entire_place,4,1.0,2.0,55.0,24,349,11,0,5.0,4.91,1,0.28,0,0,Other,5.53972602739726,3.4136986301369863,2.4904109589041097,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,127,1
0,2.0,1,entire_place,6,3.0,3.0,50.0,0,0,9,0,4.75,4.88,0,0.17,1,1,Margareten,8.975342465753425,4.531506849315068,4.5479452054794525,0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,7,73,1
0,1.0,0,entire_place,2,1.0,1.0,35.0,0,0,10,0,5.0,5.0,1,0.19,0,1,Ottakring,9.101369863013698,4.550684931506849,4.435616438356164,0,1.5,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,5,62,0
0,0.0,1,private_room,2,1.0,1.0,35.0,26,176,57,0,4.82,4.87,0,1.07,1,1,Ottakring,6.013698630136986,4.50958904109589,2.1726027397260275,1,1.0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,7,86,0
0,1.0,0,entire_place,2,1.0,1.0,68.0,23,83,5,0,4.8,4.8,0,0.16,0,1,Rudolfsheim-Fnfhaus,7.536986301369863,2.750684931506849,2.3232876712328765,0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,35,1
0,2.0,0,entire_place,6,2.0,4.0,25.0,0,0,3,0,4.0,5.0,0,0.08,0,0,Rudolfsheim-Fnfhaus,5.764383561643836,3.1205479452054794,3.526027397260274,0,1.0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,6,117,0
0,9.0,1,entire_place,4,1.0,2.0,82.0,27,125,4,0,5.0,4.67,1,0.1,0,0,Favoriten,4.901369863013699,3.287671232876712,1.5808219178082192,0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,141,0
0,1.0,0,private_room,2,1.0,1.0,25.0,0,0,8,0,4.86,4.17,0,0.16,1,0,Other,5.917808219178082,4.164383561643835,4.183561643835616,0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,8,174,0
0,5.0,1,private_room,2,1.0,1.0,25.0,0,0,25,0,4.21,4.65,1,0.49,1,1,Landstra§e,4.616438356164384,4.372602739726028,3.4136986301369863,0,1.0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,4,78,1
0,2.0,1,entire_place,9,3.0,4.0,129.0,28,363,135,0,4.81,4.69,1,2.52,0,0,Ottakring,4.641095890410959,4.545205479452055,1.6876712328767125,0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,5,86,0
1,4.0,1,entire_place,4,1.0,1.0,59.0,28,178,52,0,4.84,4.75,0,1.01,1,1,Margareten,9.304109589041095,4.372602739726028,2.915068493150685,0,1.0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,6,40,1
0,3.0,0,private_room,2,1.0,1.0,16.0,0,0,6,0,4.5,5.0,0,0.11,1,0,Other,6.761643835616439,4.542465753424658,3.997260273972602,0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,71,0
0,2.0,1,entire_place,4,1.0,2.0,39.0,0,125,54,0,4.85,4.75,1,1.04,0,0,Margareten,8.4,4.4301369863013695,4.073972602739726,0,1.0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,4,103,1
0,1.0,0,private_room,2,1.0,1.0,24.0,0,0,5,0,5.0,5.0,1,0.09,1,1,Other,4.852054794520548,4.5479452054794525,4.572602739726028,0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,182,0
0,1.0,1,entire_place,1,1.0,1.0,71.0,27,177,4,0,5.0,5.0,0,0.08,0,0,Other,9.101369863013698,4.375342465753425,4.131506849315069,0,1.0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,7,167,0
1,1.0,1,entire_place,2,1.0,2.0,88.0,19,162,66,0,4.92,4.82,0,1.32,0,1,Leopoldstadt,6.364383561643836,4.260273972602739,2.8493150684931505,0,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,62,1
0,2.0,1,private_room,2,1.0,1.0,41.0,0,298,37,0,4.84,4.73,0,0.7,1,0,Other,4.772602739726027,4.506849315068493,1.7506849315068491,0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,175,0
0,41.0,1,entire_place,7,2.0,4.0,66.0,18,78,11,0,4.73,4.73,0,0.31,0,0,Margareten,10.375342465753423,3.06027397260274,2.3972602739726026,0,2.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,8,129,0
0,1.0,1,private_room,1,1.0,1.0,19.0,0,0,6,0,4.67,4.83,0,0.13,1,0,Mariahilf,5.175342465753425,3.915068493150685,3.3534246575342466,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6,114,1
0,21.0,1,entire_place,1,1.0,1.0,27.0,29,179,5,0,4.4,4.2,0,0.14,0,1,Rudolfsheim-Fnfhaus,9.167123287671233,3.073972602739726,2.336986301369863,0,1.0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,2,70,0
1,1.0,1,entire_place,3,2.0,2.0,98.0,30,365,61,0,4.79,4.79,1,1.19,0,0,Other,7.745205479452054,4.347945205479452,1.7452054794520548,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,171,0
0,1.0,0,private_room,2,1.0,1.0,23.0,0,0,7,0,4.5,5.0,1,0.13,1,1,Favoriten,4.597260273972603,4.506849315068493,4.50958904109589,0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,6,86,1
0,1.0,0,private_room,2,1.0,1.0,29.0,0,0,4,0,4.67,5.0,0,0.08,1,1,Alsergrund,4.597260273972603,4.084931506849316,4.164383561643835,0,1.5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10,165,1
1,1.0,1,entire_place,4,1.0,2.0,40.0,0,64,153,0,4.99,4.89,1,2.89,1,0,Other,4.904109589041096,4.49041095890411,1.4602739726027398,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,111,0
0,3.0,1,entire_place,6,2.0,3.0,119.0,12,156,23,0,4.82,4.5,0,0.45,1,1,Innere Stadt,5.504109589041096,4.312328767123288,0.9232876712328768,0,1.0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,3,68,0
1,2.0,1,entire_place,9,3.0,5.0,65.0,3,144,201,2,4.86,4.86,1,3.86,0,1,Rudolfsheim-Fnfhaus,4.657534246575342,4.424657534246576,1.83013698630137,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8,83,0
0,6.0,1,entire_place,4,1.0,1.0,36.0,3,76,326,0,4.82,4.8,0,6.17,0,1,Leopoldstadt,5.523287671232877,4.484931506849315,1.5178082191780822,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,4,71,1
0,1.0,0,entire_place,3,1.0,2.0,44.0,0,0,13,0,4.0,4.73,1,0.25,1,0,Other,5.821917808219178,4.380821917808219,4.183561643835616,0,1.0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,6,53,0
0,1.0,1,entire_place,7,3.0,4.0,250.0,0,1,39,0,5.0,4.95,1,0.77,1,1,Innere Stadt,4.5917808219178085,4.3342465753424655,2.9753424657534246,0,2.5,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,10,104,0
0,1.0,0,entire_place,2,1.0,0.0,80.0,23,358,2,0,5.0,4.5,0,0.04,1,1,Margareten,7.071232876712329,4.35068493150685,2.3698630136986303,0,1.0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,6,99,0
0,89.0,1,entire_place,4,1.0,2.0,101.0,0,38,6,0,4.67,4.33,0,0.12,0,0,Innere Stadt,7.991780821917808,4.342465753424658,4.36986301369863,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,163,0
0,1.0,0,private_room,3,1.0,1.0,31.0,0,0,1,0,5.0,5.0,0,0.02,1,1,Landstra§e,4.586301369863014,4.512328767123288,4.512328767123288,0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,10,137,1
0,89.0,1,entire_place,4,1.0,2.0,103.0,0,124,11,0,4.64,4.36,0,0.22,0,0,Innere Stadt,7.991780821917808,4.243835616438356,3.2356164383561645,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,162,0
1,1.0,0,entire_place,4,1.0,4.0,90.0,15,292,38,0,4.84,4.89,1,0.74,1,0,Other,4.5917808219178085,4.372602739726028,1.6876712328767125,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8,143,0
0,1.0,1,private_room,2,1.0,1.0,41.0,0,0,6,0,5.0,4.83,0,0.14,1,0,Other,8.224657534246575,3.676712328767124,3.378082191780822,1,1.0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,7,91,1
1,2.0,1,entire_place,2,1.0,1.0,35.0,7,64,15,1,4.93,5.0,0,0.44,0,0,Ottakring,8.016438356164384,2.9342465753424656,2.361643835616438,0,1.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,7,113,0
0,1.0,1,private_room,2,1.0,0.0,20.0,29,168,56,1,4.55,4.64,0,1.08,0,0,Mariahilf,6.627397260273972,4.397260273972603,1.8821917808219175,1,2.0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,6,98,1
0,2.0,0,entire_place,3,1.0,1.0,41.0,29,89,103,0,4.68,4.77,0,2.0,1,1,Other,5.3863013698630136,4.375342465753425,2.389041095890411,0,1.0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,4,12,0
0,1.0,1,entire_place,3,1.0,2.0,99.0,0,0,93,0,4.77,4.68,1,1.82,0,0,Other,6.616438356164384,4.3342465753424655,2.473972602739726,0,1.5,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,8,148,0
1,21.0,1,entire_place,4,2.0,3.0,55.0,18,338,157,3,4.96,4.95,0,2.94,0,0,Other,5.865753424657535,4.534246575342466,1.4904109589041097,0,1.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,6,156,1
0,21.0,1,entire_place,3,1.0,2.0,40.0,27,177,3,0,5.0,4.0,0,0.07,0,1,Leopoldstadt,9.167123287671233,3.780821917808219,1.4684931506849317,0,1.0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,2,67,0
1,1.0,0,hotel_room,2,1.0,1.0,82.0,19,285,7,0,4.86,4.43,1,0.29,1,0,Innere Stadt,4.572602739726028,2.1424657534246574,2.052054794520548,0,1.0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,5,130,1
0,1.0,1,entire_place,2,1.0,0.0,200.0,14,209,4,0,5.0,4.75,0,0.08,1,0,Neubau,8.052054794520547,4.260273972602739,3.997260273972602,0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,163,1
0,1.0,0,private_room,2,1.0,1.0,40.0,28,88,5,0,4.8,5.0,0,0.09,0,0,Other,4.569863013698631,4.50958904109589,3.0054794520547947,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,7,175,1
1,4.0,1,entire_place,4,1.0,1.0,75.0,9,282,200,1,4.92,4.89,1,3.92,0,0,Leopoldstadt,9.712328767123289,4.33972602739726,1.610958904109589,0,1.5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,87,0
