host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,room_type,accommodates,bedrooms,beds,price,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_cleanliness,review_scores_location,review_scores_value,instant_bookable,description_host,description_neighbourhood,neighbourhood_cleansed_grouped,host_since_years,first_review_years,last_review_years,bathrooms_count,amenity_kitchen,amenity_hot_water,amenity_cooking_basics,amenity_long_term_stays_allowed,amenity_iron,amenity_workspace,amenity_bed_linens,amenity_hangers,amenity_refrigerator,amenity_air_conditioning,amenity_dishes_and_silverware,amenity_shampoo,amenity_tv,amenity_coffee_maker,amenity_washer,amenity_stove,name_cleaned_length,description_cleaned_length,name_touristy
within_few_hours,1.0,0.67,1,0,entire_place,3,1.0,2.0,70.0,24,349,59,0,0,4.85,4.9,4.78,0,0,1,Centro Storico,10.780821917808218,2.9397260273972603,1.904109589041096,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0
within_hour,1.0,,0,0,private_room,2,1.0,2.0,59.0,29,364,1,0,0,5.0,5.0,5.0,0,0,0,Campo di Marte,10.052054794520547,3.0273972602739727,3.0273972602739727,1.0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,6,149,0
missing,,,1,1,entire_place,4,1.0,1.0,70.0,0,315,45,0,0,4.9,4.7,4.8,0,0,0,Rifredi,10.04109589041096,8.852054794520548,1.8575342465753424,1.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,6,166,1
within_day,1.0,,0,1,entire_place,5,2.0,0.0,194.0,27,362,193,0,0,4.87,4.54,4.59,0,0,0,Centro Storico,10.035616438356165,7.205479452054795,1.6575342465753424,2.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,140,0
within_few_hours,0.94,0.83,0,1,entire_place,3,1.0,2.0,62.0,7,86,184,0,0,4.85,4.85,4.77,0,0,0,Centro Storico,10.024657534246575,8.128767123287671,1.83013698630137,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,10,163,1
within_day,1.0,0.0,0,1,private_room,2,1.0,1.0,30.0,1,313,54,0,0,4.83,4.72,4.74,0,0,1,Gavinana Galluzzo,10.013698630136986,8.043835616438356,3.1095890410958904,1.0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,5,154,0
within_hour,1.0,1.0,1,1,entire_place,4,1.0,1.0,63.0,26,361,282,0,0,4.64,4.84,4.63,0,0,1,Centro Storico,10.01095890410959,9.03013698630137,1.652054794520548,1.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,4,165,0
missing,,,0,0,private_room,2,1.0,1.0,100.0,28,363,52,0,0,4.96,4.82,4.84,0,0,1,Isolotto Legnaia,10.01095890410959,9.265753424657534,6.243835616438356,1.0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,6,172,0
missing,,,0,1,entire_place,2,1.0,1.0,61.0,25,343,50,0,0,4.84,4.93,4.78,0,0,1,Centro Storico,10.01095890410959,9.736986301369862,1.8904109589041096,1.0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,6,150,1
missing,,,0,1,private_room,2,1.0,1.0,51.0,29,364,124,0,0,4.81,4.6,4.68,1,0,0,Campo di Marte,10.005479452054796,9.375342465753423,3.158904109589041,1.0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,4,164,0
within_day,1.0,0.0,0,1,entire_place,6,3.0,6.0,61.0,27,157,2,0,0,5.0,5.0,5.0,0,0,1,Centro Storico,10.216438356164383,6.30958904109589,6.082191780821918,2.0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,5,161,0
within_hour,1.0,0.0,0,1,private_room,2,1.0,1.0,33.0,11,71,37,0,0,4.94,4.74,4.79,0,0,0,Centro Storico,9.98904109589041,7.443835616438356,6.216438356164384,1.0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,6,159,0
missing,,,1,1,entire_place,4,1.0,3.0,42.0,0,139,264,0,0,4.9,4.6,4.87,0,0,1,Rifredi,10.145205479452056,8.821917808219178,1.906849315068493,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,160,0
within_hour,1.0,1.0,0,1,entire_place,4,1.0,1.0,77.0,18,69,86,2,0,4.7,4.94,4.65,0,0,0,Centro Storico,9.96164383561644,9.13972602739726,2.295890410958904,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,5,162,1
within_hour,1.0,1.0,1,1,entire_place,4,1.0,2.0,65.0,1,223,23,1,1,5.0,5.0,5.0,1,0,0,Campo di Marte,9.96164383561644,2.317808219178082,1.8767123287671232,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5,153,0
within_hour,1.0,0.98,1,1,private_room,2,1.0,1.0,31.0,5,133,299,19,5,4.71,4.98,4.79,0,0,1,Centro Storico,9.95068493150685,7.276712328767124,0.1561643835616438,1.5,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,7,70,0
within_few_hours,1.0,1.0,1,0,private_room,2,1.0,2.0,44.0,30,344,408,0,0,4.9,4.56,4.84,0,0,1,Campo di Marte,9.936986301369863,9.221917808219178,1.523287671232877,1.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,8,127,1
within_few_hours,1.0,1.0,1,1,entire_place,4,1.0,2.0,70.0,0,238,44,1,0,4.88,4.84,4.84,0,0,1,Centro Storico,10.106849315068493,7.876712328767123,2.1095890410958904,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,8,139,0
missing,,,1,1,private_room,1,1.0,1.0,54.0,30,180,335,0,0,4.93,4.89,4.8,0,0,0,Centro Storico,10.232876712328768,9.29041095890411,1.5452054794520549,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,151,1
within_few_hours,1.0,,0,1,entire_place,3,1.0,2.0,64.0,29,64,13,0,0,4.46,5.0,4.38,0,0,1,Centro Storico,9.898630136986302,9.189041095890412,2.213698630136986,1.0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,4,160,0
missing,,,0,1,entire_place,4,2.0,2.0,77.0,17,165,78,0,0,4.71,4.92,4.7,0,0,1,Centro Storico,9.876712328767123,7.079452054794521,1.8356164383561644,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,155,0
missing,,,0,1,entire_place,10,4.0,6.0,550.0,29,179,3,0,0,5.0,4.67,5.0,0,0,1,Campo di Marte,9.926027397260274,4.210958904109589,3.9342465753424656,4.0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,3,162,0
within_few_hours,1.0,0.88,1,1,entire_place,4,1.0,2.0,80.0,18,345,93,5,1,4.96,4.64,4.79,0,0,1,Centro Storico,9.871232876712329,8.421917808219177,2.3808219178082197,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,155,0
within_few_hours,0.97,0.84,1,1,entire_place,6,2.0,0.0,100.0,16,270,152,0,0,4.89,4.83,4.79,1,0,0,Centro Storico,10.843835616438357,8.610958904109589,1.9095890410958904,1.0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,7,140,0
within_hour,1.0,0.99,0,1,entire_place,4,1.0,2.0,55.0,0,0,339,0,0,4.6,4.9,4.46,1,0,0,Centro Storico,9.986301369863014,8.413698630136986,1.821917808219178,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,149,1
within_hour,1.0,0.75,1,1,entire_place,4,2.0,4.0,76.0,24,276,180,0,0,4.93,4.53,4.72,0,0,0,Campo di Marte,9.849315068493151,7.378082191780821,2.0876712328767124,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,5,160,0
missing,,,1,0,private_room,2,1.0,1.0,83.0,29,179,9,0,0,5.0,4.86,4.86,1,0,1,Centro Storico,9.824657534246576,9.09041095890411,1.926027397260274,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,151,0
within_hour,1.0,,0,1,private_room,2,1.0,1.0,200.0,0,134,80,0,0,4.92,4.46,4.75,0,0,0,Campo di Marte,9.813698630136988,9.342465753424657,6.172602739726028,1.0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,3,170,0
within_hour,1.0,1.0,1,1,entire_place,2,1.0,1.0,45.0,29,364,165,0,0,4.93,4.95,4.83,0,0,0,Centro Storico,9.794520547945206,9.336986301369864,1.8575342465753424,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,6,148,1
within_hour,1.0,1.0,0,1,entire_place,2,1.0,1.0,29.0,26,355,265,5,3,4.83,4.55,4.44,0,0,1,Campo di Marte,10.873972602739729,9.389041095890413,1.6356164383561644,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,163,0
within_hour,1.0,1.0,1,1,private_room,4,1.0,2.0,47.0,6,80,623,56,4,4.78,4.92,4.8,1,0,0,Centro Storico,10.2,8.276712328767124,0.8602739726027397,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,180,0
missing,,,0,0,entire_place,2,1.0,1.0,75.0,0,193,59,0,0,4.76,4.88,4.72,0,0,0,Centro Storico,9.775342465753424,4.232876712328767,1.926027397260274,1.5,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,5,151,0
within_hour,1.0,1.0,0,1,entire_place,2,1.0,0.0,46.0,10,334,240,1,0,4.89,4.82,4.68,1,0,1,Centro Storico,11.882191780821918,7.378082191780821,1.9753424657534249,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,5,153,0
within_few_hours,0.97,0.84,1,1,entire_place,4,1.0,0.0,80.0,29,364,34,1,0,4.94,4.91,4.74,1,0,1,Centro Storico,10.843835616438357,9.26027397260274,2.1315068493150684,2.0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,6,157,0
missing,,,0,1,entire_place,3,1.0,2.0,89.0,0,0,48,0,0,4.4,4.9,4.29,1,0,1,Centro Storico,9.747945205479452,6.391780821917808,2.191780821917808,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,163,1
missing,,,0,1,entire_place,3,1.0,2.0,75.0,0,310,7,0,0,4.29,4.57,4.0,1,0,1,Centro Storico,9.747945205479452,9.2986301369863,6.271232876712329,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,5,152,0
missing,,,0,1,entire_place,7,2.0,4.0,120.0,0,12,36,0,0,4.22,4.97,4.11,1,0,0,Centro Storico,9.747945205479452,9.334246575342464,2.8602739726027395,2.0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,3,109,0
missing,,,0,1,entire_place,6,3.0,5.0,115.0,30,365,95,0,0,4.76,4.82,4.68,0,0,1,Centro Storico,9.73972602739726,8.304109589041095,1.9095890410958904,2.0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,5,152,0
within_hour,1.0,1.0,0,1,entire_place,5,2.0,5.0,119.0,30,363,43,0,0,4.5,4.85,4.43,1,0,0,Centro Storico,9.73150684931507,9.37808219178082,3.073972602739726,2.0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,7,146,1
within_few_hours,1.0,,0,1,entire_place,5,2.0,3.0,79.0,21,356,70,0,0,4.55,4.73,4.52,0,0,0,Centro Storico,9.723287671232876,9.145205479452056,1.6821917808219178,2.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,9,157,1
within_hour,1.0,1.0,0,1,entire_place,3,1.0,4.0,94.0,30,365,6,0,0,4.33,4.83,4.67,1,0,0,Centro Storico,9.73150684931507,7.824657534246575,5.257534246575342,1.0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,4,149,0
within_hour,0.95,1.0,1,1,entire_place,2,1.0,2.0,100.0,19,349,392,13,0,4.9,4.93,4.79,1,0,0,Centro Storico,9.95068493150685,8.265753424657534,1.0657534246575342,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,165,0
within_hour,1.0,1.0,0,1,entire_place,4,1.0,1.0,115.0,30,365,5,0,0,4.4,5.0,4.0,1,0,1,Centro Storico,9.73150684931507,9.372602739726029,1.86027397260274,1.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,5,149,0
within_hour,1.0,0.94,1,1,entire_place,3,1.0,2.0,69.0,5,178,108,6,1,4.93,4.91,4.94,0,0,0,Campo di Marte,9.61917808219178,7.323287671232877,1.6712328767123288,1.0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,9,153,0
within_hour,1.0,0.83,0,1,entire_place,2,1.0,1.0,95.0,13,288,19,0,0,4.22,4.83,4.17,0,0,0,Centro Storico,11.134246575342466,6.254794520547946,2.208219178082192,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,4,147,0
within_hour,1.0,1.0,1,1,entire_place,5,2.0,3.0,85.0,5,189,203,0,0,4.76,4.9,4.68,1,0,0,Gavinana Galluzzo,9.605479452054794,8.652054794520549,1.8575342465753424,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,152,0
missing,,,1,1,entire_place,3,1.0,2.0,57.0,0,13,75,0,0,4.68,4.86,4.77,1,0,0,Centro Storico,9.602739726027398,9.336986301369864,1.6465753424657534,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,7,136,0
within_hour,1.0,0.94,0,1,entire_place,4,2.0,3.0,150.0,0,314,101,0,0,4.77,4.91,4.73,1,0,1,Centro Storico,9.572602739726028,6.961643835616439,2.232876712328767,1.5,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,7,164,0
within_hour,1.0,0.94,0,1,entire_place,4,2.0,3.0,144.0,16,185,93,2,1,4.9,5.0,4.91,1,0,0,Centro Storico,9.572602739726028,7.249315068493151,0.2136986301369863,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,166,1
missing,,0.0,0,0,entire_place,3,1.0,3.0,60.0,0,0,19,0,0,4.83,4.5,4.78,0,0,1,Isolotto Legnaia,9.564383561643837,7.32054794520548,4.104109589041096,1.0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,5,144,0
missing,,,0,1,private_room,1,1.0,1.0,52.0,29,89,20,0,0,4.9,4.63,4.79,1,0,0,Campo di Marte,10.005479452054796,6.904109589041096,2.243835616438356,1.0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,5,151,0
missing,,,1,1,entire_place,4,2.0,4.0,79.0,0,192,230,0,0,4.96,4.88,4.91,1,0,0,Centro Storico,9.556164383561644,9.24931506849315,1.6027397260273972,1.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,163,1
within_hour,1.0,1.0,1,1,entire_place,4,1.0,1.0,97.0,4,249,344,12,3,4.97,4.92,4.97,1,0,0,Centro Storico,9.550684931506847,8.780821917808218,0.1561643835616438,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,11,71,0
missing,,,0,0,entire_place,6,3.0,3.0,150.0,0,0,1,0,0,5.0,4.0,4.0,0,0,1,Campo di Marte,9.545205479452054,5.221917808219178,5.221917808219178,3.0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,5,155,1
within_hour,1.0,1.0,0,1,entire_place,4,1.0,2.0,158.0,7,309,13,1,1,4.92,4.67,4.75,1,0,0,Campo di Marte,9.545205479452054,2.016438356164384,1.8821917808219175,1.0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,2,145,0
within_hour,1.0,1.0,0,1,entire_place,2,1.0,1.0,132.0,9,316,19,0,0,5.0,4.65,4.71,1,0,0,Campo di Marte,9.545205479452054,4.238356164383561,1.936986301369863,1.0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,2,69,0
within_hour,1.0,1.0,0,1,entire_place,4,2.0,2.0,132.0,9,325,23,3,0,5.0,4.81,4.9,1,0,0,Campo di Marte,9.545205479452054,5.002739726027397,1.8547945205479448,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2,146,0
missing,,,0,1,entire_place,10,3.0,7.0,219.0,0,211,12,0,0,4.75,4.83,4.67,1,0,0,Isolotto Legnaia,9.542465753424658,6.906849315068493,3.3863013698630136,2.0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,4,160,0
missing,,,1,1,entire_place,5,2.0,3.0,119.0,0,218,59,0,0,4.84,4.84,4.66,1,0,1,Centro Storico,9.542465753424658,9.364383561643836,2.221917808219178,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,7,152,1
missing,,,0,1,entire_place,8,3.0,5.0,290.0,30,365,83,0,0,4.93,4.3,4.78,0,0,0,Rifredi,10.197260273972605,9.191780821917808,5.093150684931507,3.0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,4,150,0
within_few_hours,1.0,1.0,1,1,entire_place,4,1.0,1.0,120.0,25,271,139,1,1,4.96,4.98,4.93,0,0,0,Centro Storico,9.531506849315068,6.36986301369863,1.6602739726027398,1.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,4,152,0
missing,,,1,1,entire_place,4,2.0,2.0,95.0,29,364,124,0,0,4.95,4.61,4.83,0,0,0,Centro Storico,9.526027397260274,9.068493150684931,3.906849315068493,2.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,8,174,0
missing,,,1,1,entire_place,4,2.0,2.0,125.0,27,355,61,0,0,4.93,4.76,4.81,0,0,0,Centro Storico,9.526027397260274,8.356164383561644,4.934246575342466,1.0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,7,172,0
missing,,,1,1,entire_place,4,1.0,2.0,95.0,27,326,92,0,0,4.89,4.67,4.82,0,0,0,Centro Storico,9.526027397260274,9.131506849315068,2.241095890410959,2.0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,7,170,0
missing,,,1,1,entire_place,5,2.0,3.0,125.0,10,322,50,0,0,4.92,4.66,4.88,0,0,0,Centro Storico,9.526027397260274,9.106849315068493,2.1534246575342464,1.0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,7,173,1
within_few_hours,1.0,0.78,0,1,entire_place,5,1.0,3.0,70.0,15,329,29,1,0,4.59,4.9,4.52,1,0,0,Centro Storico,9.501369863013698,8.983561643835616,2.8219178082191783,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,156,1
within_few_hours,1.0,0.78,0,1,entire_place,4,1.0,1.0,70.0,16,340,13,0,0,4.92,5.0,4.82,1,0,0,Centro Storico,9.501369863013698,5.254794520547946,2.8767123287671232,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,153,1
missing,,,1,1,entire_place,4,2.0,1.0,135.0,11,346,77,0,0,4.85,4.64,4.74,0,0,0,Centro Storico,9.526027397260274,9.208219178082192,1.895890410958904,2.0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,8,172,0
missing,,,1,1,entire_place,4,1.0,3.0,90.0,0,200,67,0,0,4.93,4.62,4.77,0,0,0,Centro Storico,9.526027397260274,9.172602739726027,1.964383561643836,1.0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,7,172,0
within_few_hours,1.0,1.0,0,1,entire_place,2,1.0,1.0,50.0,0,58,31,0,0,4.68,4.94,4.58,0,0,0,Centro Storico,9.495890410958904,3.186301369863014,1.9452054794520548,1.0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,7,143,1
within_day,0.8,0.0,0,1,entire_place,3,1.0,2.0,61.0,1,322,24,0,0,4.87,4.41,4.64,0,0,0,Gavinana Galluzzo,9.493150684931509,7.227397260273973,4.345205479452055,2.0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,3,157,0
within_few_hours,1.0,0.33,0,1,entire_place,2,1.0,1.0,95.0,30,365,16,0,0,4.63,4.25,4.19,0,0,1,Centro Storico,10.816438356164385,9.2,5.273972602739726,1.0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,3,170,0
within_few_hours,1.0,0.33,0,1,private_room,6,2.0,3.0,220.0,30,365,8,0,0,4.13,4.5,4.25,0,0,1,Centro Storico,10.816438356164385,8.057534246575342,6.156164383561644,2.0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,3,167,0
within_few_hours,1.0,0.33,0,1,entire_place,8,3.0,4.0,250.0,29,364,33,0,0,4.5,4.31,4.16,0,0,1,Centro Storico,10.816438356164385,9.131506849315068,5.980821917808219,2.0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,4,170,0
within_hour,1.0,1.0,0,1,entire_place,6,2.0,2.0,165.0,0,40,9,0,0,4.11,4.78,4.44,1,0,1,Centro Storico,8.794520547945206,7.983561643835617,3.194520547945205,1.0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,6,161,0
missing,,,0,0,entire_place,2,1.0,1.0,45.0,0,189,15,0,0,4.6,4.4,4.4,1,0,1,Rifredi,9.484931506849316,4.723287671232876,3.186301369863014,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,148,0
missing,,1.0,0,1,entire_place,6,3.0,5.0,135.0,0,0,348,0,0,4.76,4.95,4.73,1,0,0,Centro Storico,9.490410958904109,7.898630136986301,1.5287671232876712,2.0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,3,85,0
within_few_hours,1.0,1.0,0,0,entire_place,4,1.0,1.0,59.0,15,120,104,1,0,4.6,4.89,4.4,0,0,1,Centro Storico,9.484931506849316,8.438356164383562,2.265753424657534,1.0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,2,112,0
within_hour,1.0,0.94,1,1,entire_place,2,1.0,2.0,31.0,3,114,276,5,3,4.93,4.79,4.84,0,0,0,Centro Storico,9.476712328767125,8.945205479452055,1.621917808219178,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,4,162,0
within_hour,1.0,1.0,0,1,entire_place,4,1.0,2.0,108.0,16,120,96,0,0,4.91,4.64,4.67,0,0,0,Campo di Marte,9.473972602739726,6.306849315068493,1.895890410958904,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,143,1
missing,,,0,1,private_room,2,1.0,1.0,53.0,30,365,85,0,0,3.81,4.77,4.21,1,0,0,Centro Storico,10.372602739726029,6.920547945205479,3.147945205479452,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,163,0
within_day,1.0,0.7,0,1,entire_place,5,2.0,3.0,120.0,14,27,14,0,0,4.57,4.86,4.93,0,0,0,Campo di Marte,9.531506849315068,4.082191780821918,2.136986301369863,2.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,162,0
within_day,1.0,0.7,0,1,entire_place,4,1.0,2.0,120.0,12,27,60,0,0,4.69,4.85,4.78,0,0,1,Campo di Marte,9.531506849315068,6.405479452054794,1.912328767123288,1.0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,5,163,0
within_hour,1.0,1.0,0,0,hotel_room,4,1.0,4.0,97.0,0,161,1,0,0,5.0,4.0,5.0,0,0,0,Centro Storico,10.027397260273972,2.671232876712329,2.671232876712329,2.0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,8,149,0
within_hour,1.0,1.0,0,0,hotel_room,3,1.0,2.0,82.0,0,247,48,0,0,4.85,4.78,4.58,0,0,0,Centro Storico,10.027397260273972,5.134246575342465,2.219178082191781,1.0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,6,165,0
within_hour,1.0,1.0,0,0,hotel_room,2,1.0,1.0,67.0,30,330,267,1,0,4.8,4.56,4.54,0,0,0,Centro Storico,10.027397260273972,6.575342465753424,1.501369863013699,2.0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,6,161,0
within_few_hours,1.0,1.0,0,1,entire_place,2,1.0,1.0,50.0,11,138,5,0,0,5.0,5.0,5.0,1,0,0,Centro Storico,9.446575342465753,3.835616438356164,1.7534246575342465,1.0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,5,123,1
within_hour,1.0,0.99,1,1,entire_place,3,1.0,2.0,133.0,17,316,24,0,0,4.43,4.83,4.43,1,0,0,Centro Storico,10.408219178082192,8.41095890410959,3.643835616438356,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6,150,0
within_day,1.0,0.7,0,1,entire_place,5,2.0,4.0,108.0,0,0,4,0,0,4.5,5.0,4.75,0,0,1,Campo di Marte,9.531506849315068,6.668493150684932,5.961643835616439,2.0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,8,167,1
within_day,1.0,,0,1,entire_place,2,1.0,2.0,103.0,25,360,3,0,0,4.0,4.67,4.33,0,0,0,Rifredi,10.26027397260274,6.402739726027397,2.2054794520547945,1.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,9,174,0
missing,,,0,1,hotel_room,2,1.0,2.0,73.0,11,334,10,0,0,5.0,5.0,4.89,1,0,1,Centro Storico,10.175342465753424,3.306849315068493,1.652054794520548,1.0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,7,168,0
missing,,,0,1,entire_place,2,1.0,1.0,90.0,30,180,79,0,0,4.86,4.99,4.81,0,0,1,Centro Storico,9.41917808219178,8.772602739726027,2.8958904109589043,1.0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,5,166,1
within_hour,1.0,1.0,0,1,entire_place,7,2.0,5.0,139.0,16,327,16,0,0,4.81,4.75,4.69,1,0,0,Centro Storico,10.227397260273971,6.405479452054794,1.8821917808219175,2.0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,7,152,0
within_few_hours,1.0,0.72,1,1,entire_place,4,2.0,3.0,60.0,0,107,86,6,0,4.68,4.9,4.62,0,0,1,Centro Storico,9.416438356164385,8.780821917808218,1.8356164383561644,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,160,0
within_hour,0.94,1.0,0,1,entire_place,4,2.0,3.0,67.0,0,0,72,0,0,4.77,4.76,4.63,1,0,0,Centro Storico,10.389041095890413,9.284931506849317,3.147945205479452,1.0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,3,168,0
within_few_hours,0.8,1.0,0,1,entire_place,6,2.0,4.0,120.0,23,295,39,0,0,4.81,4.89,4.7,0,0,0,Centro Storico,9.394520547945206,7.306849315068493,2.221917808219178,2.0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,7,159,1
within_hour,1.0,1.0,1,1,entire_place,4,1.0,1.0,86.0,4,217,300,6,4,4.92,4.94,4.85,0,0,0,Centro Storico,9.394520547945206,9.03013698630137,0.1397260273972602,1.0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,5,159,1
missing,,,0,1,entire_place,6,2.0,3.0,94.0,0,302,92,0,0,4.72,4.57,4.51,0,0,1,Centro Storico,9.397260273972602,8.947945205479453,1.6684931506849314,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,5,159,0
missing,,,1,1,entire_place,4,1.0,2.0,60.0,0,253,116,0,0,4.73,4.93,4.56,0,0,0,Centro Storico,9.356164383561644,9.276712328767124,1.8821917808219175,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,4,165,0
missing,,1.0,1,1,entire_place,4,1.0,4.0,90.0,0,299,244,1,0,4.9,4.92,4.86,1,0,1,Centro Storico,9.356164383561644,8.66027397260274,1.6684931506849314,1.0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,5,164,0
