host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,room_type,accommodates,bedrooms,beds,price,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_cleanliness,review_scores_location,review_scores_value,instant_bookable,description_host,description_neighbourhood,neighbourhood_cleansed_grouped,host_since_years,first_review_years,last_review_years,bathrooms_count,amenity_kitchen,amenity_hot_water,amenity_cooking_basics,amenity_long_term_stays_allowed,amenity_iron,amenity_workspace,amenity_bed_linens,amenity_hangers,amenity_refrigerator,amenity_air_conditioning,amenity_dishes_and_silverware,amenity_shampoo,amenity_tv,amenity_coffee_maker,amenity_washer,amenity_stove,name_cleaned_length,description_cleaned_length,name_touristy
within_hour,1.0,1.0,0,1,entire_place,4,2.0,4.0,30.0,1,290,102,10,0,4.24,4.58,4.46,1,0,0,Rifredi,3.827397260273973,3.7424657534246575,1.8383561643835615,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,166,0
within_few_hours,1.0,1.0,1,1,entire_place,4,2.0,2.0,120.0,21,157,103,0,0,4.93,4.99,4.89,0,0,0,Centro Storico,5.928767123287671,3.723287671232877,1.83013698630137,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,156,0
within_hour,0.93,1.0,1,1,entire_place,8,3.0,5.0,40.0,5,290,150,29,3,4.88,4.91,4.67,1,1,0,Centro Storico,5.463013698630137,3.758904109589041,0.210958904109589,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,152,0
within_hour,1.0,,1,1,entire_place,2,2.0,3.0,56.0,10,139,41,0,0,4.8,4.98,4.9,1,0,0,Centro Storico,6.906849315068493,3.282191780821918,2.0191780821917806,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,139,0
within_hour,1.0,1.0,1,1,entire_place,4,1.0,1.0,50.0,13,318,18,1,0,4.72,4.56,4.72,1,1,0,Centro Storico,7.81917808219178,3.66027397260274,1.0273972602739727,1.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,4,130,0
missing,,,0,0,entire_place,4,2.0,4.0,74.0,0,0,30,0,0,4.97,4.5,4.83,1,0,0,Centro Storico,4.454794520547945,3.723287671232877,2.893150684931507,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,27,0
within_day,1.0,,0,0,entire_place,3,1.0,2.0,40.0,28,363,3,0,0,5.0,4.67,4.67,0,1,0,Rifredi,3.835616438356164,3.665753424657534,3.2246575342465755,1.0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,4,117,0
within_hour,1.0,0.86,0,1,entire_place,5,2.0,3.0,90.0,5,187,18,0,0,5.0,5.0,4.87,1,0,0,Centro Storico,4.120547945205479,3.671232876712329,2.306849315068493,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,144,1
missing,,1.0,1,1,entire_place,4,2.0,2.0,80.0,0,0,27,0,0,4.93,4.78,4.89,0,1,0,Rifredi,5.909589041095891,2.638356164383562,1.6493150684931508,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9,150,1
within_hour,0.96,1.0,0,1,entire_place,7,2.0,5.0,97.0,10,301,14,1,0,4.29,4.93,4.5,1,0,0,Centro Storico,6.786301369863014,2.616438356164384,1.7287671232876711,2.0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,2,156,0
within_hour,0.97,0.98,1,1,entire_place,4,1.0,2.0,55.0,13,334,47,1,0,4.52,4.48,4.52,1,0,1,Rifredi,5.06027397260274,3.723287671232877,1.4821917808219178,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,7,165,0
within_day,1.0,,0,1,entire_place,4,2.0,4.0,140.0,29,230,1,0,0,5.0,4.0,5.0,0,0,1,Rifredi,6.843835616438356,3.4136986301369863,3.4136986301369863,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,0
missing,,,0,0,private_room,2,1.0,1.0,22.0,0,0,145,0,0,4.54,4.16,4.43,1,1,0,Rifredi,3.813698630136986,3.7945205479452055,1.8821917808219175,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,94,0
within_hour,1.0,1.0,1,1,entire_place,4,1.0,1.0,85.0,29,364,61,0,0,4.8,4.62,4.74,1,0,0,Centro Storico,3.813698630136986,3.780821917808219,1.9534246575342469,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,155,0
within_hour,1.0,1.0,0,1,entire_place,5,3.0,4.0,244.0,29,61,3,0,0,4.0,5.0,4.0,1,0,0,Centro Storico,8.794520547945206,2.347945205479452,2.246575342465753,2.0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,8,143,1
within_hour,1.0,0.98,1,1,entire_place,2,1.0,1.0,117.0,1,234,323,38,7,4.95,4.96,4.95,0,0,0,Centro Storico,5.2,3.7424657534246575,0.1698630136986301,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,147,0
within_hour,1.0,0.96,1,1,entire_place,2,1.0,1.0,90.0,17,37,214,19,0,4.96,4.93,4.86,0,0,0,Centro Storico,3.810958904109589,3.76986301369863,1.808219178082192,1.5,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,6,156,0
within_day,0.67,0.57,0,1,entire_place,4,1.0,1.0,60.0,10,310,128,1,0,4.83,4.95,4.8,0,0,0,Centro Storico,3.813698630136986,3.649315068493151,1.610958904109589,1.5,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,4,155,0
missing,,,0,0,private_room,2,1.0,1.0,44.0,30,180,25,0,0,4.92,4.83,4.67,1,0,1,Campo di Marte,9.967123287671232,3.3589041095890413,1.895890410958904,1.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,102,0
within_hour,0.96,1.0,0,1,entire_place,8,3.0,4.0,109.0,12,332,84,8,0,4.33,4.86,4.29,1,0,0,Centro Storico,6.786301369863014,3.687671232876713,1.7424657534246577,2.0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,3,156,0
missing,,,0,1,private_room,2,1.0,2.0,134.0,29,364,1,0,0,5.0,5.0,2.0,1,0,0,Centro Storico,4.906849315068493,1.915068493150685,1.915068493150685,1.0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,6,132,1
within_hour,1.0,1.0,1,1,private_room,2,1.0,1.0,39.0,0,0,42,0,0,4.81,4.6,4.79,1,1,0,Rifredi,7.172602739726028,3.5863013698630137,1.884931506849315,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,139,0
missing,,,0,0,entire_place,5,1.0,3.0,120.0,0,0,54,0,0,4.74,4.98,4.81,0,0,0,Centro Storico,3.808219178082192,3.723287671232877,1.6082191780821915,1.0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,3,143,0
missing,,,0,1,entire_place,4,1.0,2.0,95.0,30,270,7,0,0,5.0,5.0,4.86,1,0,0,Centro Storico,8.235616438356164,2.66027397260274,2.156164383561644,1.0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,6,174,0
missing,,,0,1,entire_place,4,1.0,2.0,36.0,0,0,51,0,0,4.28,4.12,4.12,1,1,0,Isolotto Legnaia,3.8054794520547945,3.66027397260274,2.232876712328767,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,159,1
missing,,1.0,0,0,entire_place,4,2.0,4.0,135.0,0,189,10,1,0,4.33,4.67,4.33,0,1,1,Centro Storico,3.8054794520547945,2.095890410958904,1.789041095890411,2.0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,4,120,0
within_hour,1.0,1.0,1,0,entire_place,7,2.0,5.0,137.0,6,241,29,1,1,4.93,5.0,4.9,1,0,0,Centro Storico,3.802739726027397,3.663013698630137,1.6794520547945206,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,175,1
within_hour,1.0,1.0,0,0,private_room,2,1.0,1.0,36.0,0,0,12,4,0,5.0,4.7,4.8,1,0,0,Gavinana Galluzzo,4.115068493150685,3.736986301369863,2.375342465753425,1.0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,8,158,0
within_hour,1.0,1.0,1,1,entire_place,2,1.0,1.0,55.0,0,0,69,0,0,4.86,4.94,4.81,1,1,0,Centro Storico,5.18082191780822,3.638356164383562,1.8767123287671232,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,138,0
missing,,,0,1,private_room,2,1.0,1.0,38.0,0,0,10,0,0,5.0,4.89,5.0,0,1,0,Gavinana Galluzzo,3.958904109589041,3.756164383561644,3.295890410958904,1.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,6,102,0
missing,,,1,0,entire_place,4,1.0,1.0,71.0,29,364,8,0,0,4.88,5.0,4.88,1,1,1,Centro Storico,3.8,3.6575342465753424,2.156164383561644,1.0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,6,77,0
within_few_hours,1.0,,1,1,private_room,2,1.0,1.0,400.0,29,89,127,0,0,4.86,4.93,4.83,0,0,0,Centro Storico,6.147945205479452,3.778082191780822,1.621917808219178,1.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,7,169,0
within_hour,1.0,1.0,1,1,entire_place,2,1.0,1.0,55.0,18,293,91,2,0,4.96,4.68,4.84,1,1,0,Campo di Marte,3.8,3.761643835616439,1.9095890410958904,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,136,0
missing,,,1,1,entire_place,3,1.0,2.0,55.0,0,224,25,0,0,5.0,4.76,4.88,0,0,0,Campo di Marte,6.232876712328767,3.208219178082192,1.9287671232876715,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,152,0
within_hour,1.0,0.93,0,1,entire_place,2,1.0,0.0,35.0,0,163,19,5,0,4.53,5.0,4.59,0,1,0,Centro Storico,6.980821917808219,1.964383561643836,1.868493150684932,1.0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,2,53,0
within_hour,1.0,0.96,1,1,entire_place,5,2.0,3.0,115.0,0,278,3,0,0,5.0,5.0,4.0,0,0,1,Centro Storico,9.016438356164384,2.926027397260274,2.186301369863014,2.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,7,51,0
within_hour,1.0,0.99,0,1,entire_place,4,2.0,2.0,92.0,14,121,69,2,0,4.75,4.78,4.59,1,0,1,Centro Storico,4.580821917808219,3.073972602739726,1.621917808219178,1.0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,3,162,0
missing,,,0,0,entire_place,4,1.0,1.0,88.0,2,317,3,0,0,4.0,4.67,4.33,1,0,0,Centro Storico,8.353424657534246,3.663013698630137,3.608219178082192,1.0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,5,141,1
within_hour,1.0,1.0,1,1,entire_place,8,4.0,4.0,289.0,5,5,62,7,4,4.94,5.0,4.85,0,0,0,Centro Storico,7.542465753424658,3.2849315068493152,0.1616438356164383,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,147,1
within_hour,1.0,1.0,1,1,entire_place,6,3.0,5.0,271.0,30,56,1,0,0,5.0,5.0,5.0,1,0,0,Centro Storico,5.419178082191781,2.0575342465753423,2.0575342465753423,2.0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,153,0
within_hour,1.0,1.0,1,1,hotel_room,2,1.0,2.0,42.0,0,162,2,0,0,4.5,4.5,4.5,1,0,0,Campo di Marte,10.843835616438357,2.66027397260274,3.652054794520548,1.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,8,138,0
within_hour,0.97,1.0,0,1,entire_place,4,1.0,2.0,45.0,0,0,5,0,0,4.2,4.4,4.4,1,0,0,Campo di Marte,4.942465753424657,3.104109589041096,2.8273972602739725,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,160,0
within_hour,0.67,1.0,0,1,entire_place,5,2.0,3.0,60.0,22,97,26,0,0,4.27,4.77,4.31,1,1,0,Centro Storico,3.791780821917808,3.263013698630137,2.898630136986301,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,3,153,0
missing,,,0,1,entire_place,2,1.0,1.0,49.0,29,111,14,0,0,4.29,4.93,4.14,1,1,0,Centro Storico,3.789041095890411,2.9424657534246577,1.906849315068493,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,3,160,0
missing,,,0,1,private_room,1,1.0,1.0,20.0,7,327,78,16,0,4.81,4.94,4.74,0,0,1,Centro Storico,3.789041095890411,3.4794520547945207,1.6356164383561644,1.0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,4,77,0
within_hour,1.0,0.98,1,1,entire_place,4,1.0,1.0,94.0,0,242,28,1,0,4.86,4.96,4.93,1,0,0,Centro Storico,6.983561643835617,3.723287671232877,1.989041095890411,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,5,149,1
within_few_hours,1.0,1.0,0,1,entire_place,3,1.0,2.0,45.0,0,325,80,0,0,4.85,4.95,4.6,1,1,0,Centro Storico,3.789041095890411,3.3863013698630136,1.498630136986301,1.0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,7,147,0
within_hour,1.0,1.0,1,1,entire_place,4,2.0,2.0,226.0,0,41,5,0,0,4.6,5.0,4.0,1,0,0,Centro Storico,5.419178082191781,2.1452054794520548,2.1616438356164385,1.0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,6,155,1
within_hour,1.0,1.0,1,1,entire_place,3,1.0,2.0,75.0,29,364,13,0,0,4.92,4.31,4.77,1,0,1,Campo di Marte,4.953424657534247,3.4356164383561643,3.254794520547945,1.0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,2,151,0
missing,,,0,0,private_room,2,1.0,2.0,33.0,0,0,1,0,0,4.0,5.0,5.0,0,1,1,Centro Storico,5.465753424657534,3.758904109589041,3.758904109589041,1.0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,3,28,0
within_hour,1.0,1.0,0,1,entire_place,4,2.0,3.0,64.0,8,306,73,16,6,4.88,4.96,4.74,1,0,0,Centro Storico,7.257534246575342,3.3698630136986303,0.1972602739726027,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,161,0
missing,,,0,0,private_room,2,1.0,1.0,79.0,0,192,1,0,0,5.0,5.0,5.0,0,0,0,Centro Storico,3.813698630136986,2.96986301369863,2.96986301369863,1.0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,5,158,0
within_hour,1.0,0.0,0,1,entire_place,7,2.0,4.0,250.0,29,364,82,0,0,4.71,4.98,4.83,0,0,0,Centro Storico,6.517808219178082,3.4136986301369863,1.6493150684931508,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,173,0
within_hour,1.0,1.0,0,1,entire_place,8,2.0,5.0,99.0,0,0,8,0,0,4.5,4.75,4.63,1,1,1,Campo di Marte,7.336986301369863,3.668493150684931,2.186301369863014,1.0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,6,74,0
missing,,,0,1,entire_place,4,1.0,1.0,72.0,29,364,35,0,0,4.83,4.89,4.71,0,0,0,Centro Storico,8.652054794520549,3.4,1.852054794520548,1.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,8,146,0
missing,,,0,1,entire_place,6,2.0,4.0,89.0,4,273,63,9,1,4.83,4.98,4.84,1,1,0,Centro Storico,3.778082191780822,3.723287671232877,0.2054794520547945,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,147,0
within_hour,1.0,0.5,0,0,private_room,4,1.0,2.0,206.0,29,364,2,0,0,5.0,5.0,5.0,0,0,1,Centro Storico,3.8054794520547945,2.835616438356164,2.2,1.0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,5,161,0
missing,,,0,0,entire_place,3,2.0,4.0,99.0,30,180,1,0,0,3.0,4.0,4.0,1,0,0,Centro Storico,3.789041095890411,3.663013698630137,3.663013698630137,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,5,162,0
missing,,,0,0,entire_place,4,2.0,3.0,150.0,0,315,13,0,0,4.36,4.82,4.18,1,1,0,Centro Storico,3.775342465753425,3.1452054794520548,3.021917808219178,1.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,4,87,0
missing,,0.5,1,1,entire_place,6,2.0,5.0,63.0,0,0,108,0,0,4.98,4.77,4.85,1,1,0,Rifredi,4.219178082191781,3.723287671232877,2.1671232876712327,2.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,149,0
missing,,,1,1,entire_place,4,1.0,0.0,50.0,0,0,48,0,0,4.91,4.55,4.91,0,1,0,Campo di Marte,6.30958904109589,3.5315068493150683,2.180821917808219,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,144,0
within_hour,1.0,1.0,1,0,entire_place,6,2.0,4.0,90.0,8,305,105,4,2,4.94,4.97,4.87,1,0,0,Centro Storico,6.964383561643835,3.723287671232877,0.1698630136986301,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,156,0
missing,,,0,1,private_room,1,1.0,1.0,20.0,8,325,91,12,1,4.88,4.96,4.77,0,0,1,Centro Storico,3.789041095890411,3.632876712328767,1.0438356164383562,1.0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,4,73,0
missing,,,1,0,entire_place,4,1.0,2.0,73.0,28,179,5,0,0,5.0,5.0,5.0,0,1,1,Centro Storico,3.8,1.9397260273972603,1.8630136986301369,1.0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,6,77,0
within_hour,1.0,,1,1,entire_place,2,1.0,1.0,80.0,29,89,5,0,0,5.0,5.0,5.0,0,0,0,Centro Storico,9.32876712328767,3.378082191780822,3.3424657534246576,1.0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,6,94,0
within_hour,1.0,1.0,0,1,entire_place,4,2.0,3.0,70.0,9,316,54,1,0,4.8,4.57,4.83,1,0,0,Rifredi,5.616438356164384,3.290410958904109,1.7917808219178082,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,8,143,0
within_hour,1.0,0.99,0,1,entire_place,2,1.0,1.0,70.0,30,90,106,5,0,4.42,4.55,4.54,1,0,1,Centro Storico,9.827397260273973,3.723287671232877,2.197260273972603,1.0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,168,0
within_hour,1.0,1.0,0,1,entire_place,6,2.0,2.0,163.0,28,363,128,3,0,4.95,5.0,4.83,1,1,0,Centro Storico,3.572602739726028,3.473972602739726,0.2520547945205479,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,159,1
within_hour,0.96,1.0,0,1,entire_place,4,1.0,2.0,80.0,18,353,4,0,0,4.25,4.5,4.25,1,0,0,Centro Storico,6.786301369863014,3.663013698630137,3.219178082191781,1.0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,3,163,0
missing,,0.0,1,1,entire_place,4,1.0,1.0,50.0,0,98,95,0,0,4.96,4.95,4.93,0,0,0,Centro Storico,4.167123287671233,3.687671232876713,1.8356164383561644,1.0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,7,88,0
missing,,,0,1,private_room,2,1.0,0.0,48.0,30,365,22,0,0,4.91,4.73,4.77,0,0,1,Campo di Marte,4.482191780821918,3.654794520547945,3.054794520547945,1.0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,6,152,1
missing,,1.0,0,1,entire_place,6,2.0,3.0,76.0,0,0,133,1,0,4.69,4.98,4.74,0,0,0,Centro Storico,3.764383561643836,3.5616438356164384,1.476712328767123,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,152,0
missing,,1.0,0,1,entire_place,4,1.0,3.0,43.0,0,13,10,1,0,4.8,4.8,4.4,1,0,0,Rifredi,7.923287671232877,2.6575342465753424,2.0794520547945203,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,153,0
missing,,,0,0,entire_place,4,1.0,2.0,100.0,0,0,5,0,0,4.8,5.0,4.8,1,1,0,Centro Storico,3.761643835616439,3.293150684931507,3.2273972602739724,1.0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,5,157,0
within_hour,1.0,0.92,1,1,entire_place,5,2.0,2.0,80.0,28,175,59,0,0,4.75,4.97,4.62,1,1,1,Centro Storico,4.30958904109589,3.66027397260274,1.8630136986301369,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,161,0
missing,,,0,1,private_room,2,1.0,1.0,32.0,0,0,3,0,0,5.0,5.0,4.67,0,0,0,Centro Storico,3.761643835616439,3.723287671232877,3.1616438356164385,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,94,0
missing,,,0,1,entire_place,4,1.0,2.0,100.0,29,179,13,0,0,4.92,5.0,4.92,0,1,1,Centro Storico,5.701369863013698,3.7260273972602738,1.167123287671233,1.0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,3,120,1
within_hour,1.0,1.0,1,1,entire_place,4,2.0,2.0,472.0,0,232,118,32,6,4.98,5.0,4.94,1,0,0,Centro Storico,3.761643835616439,3.621917808219178,0.1342465753424657,1.5,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,7,83,1
within_hour,1.0,1.0,1,1,shared_room,4,1.0,3.0,48.0,0,103,72,0,0,4.83,4.63,4.71,1,1,0,Centro Storico,4.613698630136986,3.66027397260274,1.956164383561644,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,115,0
within_hour,1.0,1.0,0,1,entire_place,4,2.0,2.0,250.0,0,285,1,1,0,5.0,5.0,5.0,0,1,1,Gavinana Galluzzo,4.715068493150685,1.0328767123287672,1.0328767123287672,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,74,0
missing,,1.0,0,1,entire_place,4,1.0,2.0,88.0,23,32,35,0,0,4.89,4.8,4.6,0,0,0,Centro Storico,10.287671232876711,3.46027397260274,1.868493150684932,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,5,149,0
within_day,0.5,,0,0,entire_place,2,1.0,1.0,49.0,24,359,14,0,0,5.0,4.92,4.69,1,1,1,Centro Storico,3.852054794520548,3.295890410958904,1.936986301369863,1.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,4,86,0
within_hour,1.0,0.97,0,1,entire_place,4,2.0,3.0,81.0,20,341,61,1,0,4.8,4.97,4.7,1,0,1,Centro Storico,5.23013698630137,3.643835616438356,1.652054794520548,2.0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,9,164,1
within_hour,1.0,1.0,0,1,private_room,4,1.0,1.0,52.0,28,85,24,0,0,4.96,4.58,4.88,0,1,0,Campo di Marte,3.756164383561644,3.745205479452055,2.1315068493150684,1.0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,3,139,0
within_hour,1.0,1.0,0,1,entire_place,4,1.0,1.0,55.0,14,139,61,2,1,4.98,5.0,4.95,1,0,0,Centro Storico,3.772602739726028,3.202739726027397,0.1780821917808219,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,6,152,0
within_hour,1.0,1.0,0,1,entire_place,2,1.0,1.0,70.0,0,9,18,0,0,4.89,4.22,4.5,0,1,0,Rifredi,4.517808219178082,3.4383561643835616,2.347945205479452,1.0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,4,152,0
missing,,,0,1,entire_place,4,1.0,1.0,117.0,20,20,30,0,0,4.62,5.0,4.79,1,1,0,Centro Storico,4.035616438356165,2.350684931506849,1.841095890410959,1.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4,146,0
within_hour,1.0,0.33,0,1,private_room,2,1.0,2.0,70.0,30,365,42,1,0,4.9,4.95,4.76,0,0,0,Centro Storico,6.117808219178082,2.978082191780822,1.8657534246575345,1.0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,2,143,0
within_hour,1.0,1.0,0,0,hotel_room,2,1.0,1.0,80.0,29,364,4,0,0,4.25,5.0,3.5,1,1,0,Centro Storico,3.750684931506849,3.408219178082192,2.898630136986301,1.0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,10,97,1
within_hour,0.99,0.99,0,1,private_room,2,1.0,1.0,79.0,3,304,7,0,0,5.0,4.83,4.17,1,0,0,Centro Storico,6.032876712328767,3.663013698630137,2.0136986301369864,1.0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,5,152,0
within_hour,0.99,0.99,0,1,private_room,4,1.0,3.0,91.0,23,343,2,0,0,5.0,5.0,5.0,1,0,0,Centro Storico,6.032876712328767,2.728767123287671,2.128767123287671,1.0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,5,152,0
within_hour,0.99,0.99,0,1,private_room,2,1.0,1.0,77.0,8,317,1,0,0,3.0,3.0,3.0,1,0,0,Centro Storico,6.032876712328767,1.6657534246575345,1.6657534246575345,1.0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,5,152,0
within_hour,0.99,0.99,0,1,private_room,2,1.0,1.0,79.0,1,305,6,3,2,4.5,5.0,4.17,1,0,0,Centro Storico,6.032876712328767,0.9726027397260274,2.432876712328768,1.0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,5,152,0
within_hour,0.97,1.0,0,1,entire_place,4,1.0,2.0,50.0,0,0,11,0,0,4.64,4.91,4.45,1,0,0,Centro Storico,4.942465753424657,3.3013698630136985,2.835616438356164,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,6,166,0
within_hour,0.99,0.99,0,1,private_room,2,1.0,1.0,79.0,0,298,35,4,0,4.91,4.94,4.69,1,0,0,Centro Storico,6.032876712328767,2.361643835616438,1.5808219178082192,1.0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,5,152,0
within_hour,0.99,0.99,0,1,private_room,2,1.0,1.0,77.0,9,324,6,0,0,4.83,5.0,5.0,1,0,0,Centro Storico,6.032876712328767,3.663013698630137,1.86027397260274,1.0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,5,152,0
within_hour,0.99,0.99,0,1,private_room,2,1.0,1.0,75.0,1,283,50,5,3,4.88,4.86,4.7,1,0,0,Centro Storico,6.032876712328767,2.673972602739726,1.6136986301369862,1.0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,5,152,0
missing,,,0,1,private_room,2,1.0,1.0,30.0,0,0,111,0,0,4.9,4.62,4.75,1,1,0,Campo di Marte,3.747945205479452,3.684931506849315,2.2684931506849315,1.0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,5,147,1
missing,,,0,1,entire_place,8,2.0,4.0,150.0,30,180,51,0,0,4.88,4.69,4.76,0,0,1,Centro Storico,6.0,3.663013698630137,1.663013698630137,2.0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,2,155,0
missing,,,0,1,private_room,2,1.0,2.0,20.0,9,84,93,16,0,4.86,4.94,4.71,0,0,1,Centro Storico,3.789041095890411,3.419178082191781,0.8904109589041096,1.0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,4,75,0
missing,,,0,1,entire_place,2,1.0,2.0,22.0,0,0,16,0,0,4.94,4.38,4.63,0,0,1,Campo di Marte,3.789041095890411,3.336986301369863,3.2986301369863016,1.0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,3,165,0
